discharge,charge_to_4.2v_time,CC_ratio,discharge_to_min_voltage_time,ic_max,discharge_time,capacity,soh
38,2926.62,0.28,3223.344,17637.31458828253,3339.5,1.7810046294120476,87.50413873759919
39,2877.16,0.29,3205.484,17373.224129141447,3331.265,1.7710130422682329,87.01323309187394
40,2839.45,0.27,3185.766,17201.44304776492,3321.188,1.7604712448170945,86.49529456915789
41,2794.22,0.27,3167.235,17474.67066660915,3321.844,1.7502913788006589,85.9951384249673
42,2775.34,0.27,3147.844,16817.66016220572,3311.828,1.7394925037732578,85.46456919285944
43,2748.84,0.27,3187.984,16734.57080457783,3327.391,1.7546766553637203,86.21059538809914
44,2722.73,0.27,3196.234,17648.376036922076,3312.078,1.7659390941842177,86.7639403894526
45,2721.78,0.26,3138.812,16414.497972389217,3293.172,1.7337887419624838,85.18433254632082
46,2749.97,0.26,3101.687,16051.708459459973,3275.328,1.713325912040734,84.17895486292434
47,2677.5,0.26,3082.062,15622.131634887184,3265.016,1.7024077813673466,83.64252637451848
48,2625.84,0.25,3299.609,20492.6065105984,3328.937,1.82371946178183,89.60279954741002
49,2631.05,0.27,3271.344,19479.41888063977,3329.266,1.8081284050314708,88.83678132914206
50,3034.31,0.3,3214.579,18614.4584729665,3301.579,1.7757610945034283,87.246513912519
51,2903.48,0.28,3158.156,17938.19064643146,3283.563,1.7447409841836798,85.72243699983238
52,2806.08,0.29,3130.297,17052.199370636623,3275.125,1.729207034132373,84.95922454210778
53,2737.44,0.26,3092.312,16862.62754713182,3265.656,1.7081086552553244,83.92262113192731
54,2671.0,0.27,3073.171,16348.788423134374,3266.093,1.6975954237461768,83.40608610817466
55,2634.5,0.26,3045.657,15878.32249483365,3257.594,1.6820634524029463,82.64297086813447
56,2592.69,0.25,3026.656,15456.383091139438,3248.593,1.6714768322295086,82.1228301199745
57,2545.31,0.24,3007.453,15056.381089071308,3238.766,1.6607591387047655,81.59624948921793
58,2503.28,0.23,2989.578,15120.76755429342,3240.14,1.651121015038069,81.12271017518528
59,2468.61,0.23,2970.203,14749.671954811589,3230.109,1.640134925619093,80.58294274458677
60,2450.61,0.23,2950.828,14385.723591268132,3229.7810000000027,1.629199941616544,80.04568622012265
61,2410.03,0.23,2914.406,16742.245820138218,3212.469,1.6088496302961666,79.04583678923177
62,2374.52,0.25,2904.875,13714.406084397193,3213.219,1.6035244898969248,78.78420253146665
63,2330.61,0.23,2895.641,13971.4852882483,3203.578,1.5989712144027983,78.56049146190021
64,2297.64,0.22,2876.938,13163.959486724769,3195.125,1.5876273123575604,78.0031440176547
65,2282.39,0.21,2867.952999999994,13287.58088891528,3195.312999999994,1.5829719744686166,77.77441842886215
66,2263.06,0.22,2839.766,13105.87770996285,3186.297,1.567137636713563,76.99644735295674
67,2212.14,0.22,2829.485,12800.852352296297,3176.438,1.5613446139713882,76.71182514739364
68,2179.19,0.21,2811.156,12569.413411681764,3167.593,1.551171189279042,76.21198547768459
69,2141.45,0.21,2801.594,12460.970084490353,3167.719,1.5406741606295171,75.69624653118686
70,2110.44,0.2,2773.9689999999973,12278.013136954763,3159.077999999994,1.5253138744624433,74.94156650980108
71,2091.23,0.21,2773.36,12083.027645534095,3148.829,1.5301570318067428,75.17952002501654
72,2066.25,0.19,2763.454,11904.5599070208,3149.094,1.524656683447409,74.90927746753414
73,2030.47,0.19,2745.281,11836.856484663287,3140.547,1.5145492986655429,74.4126824640059
74,2004.7,0.19,2736.265,11699.45468113425,3131.625,1.509391504602082,74.15927024943012
75,1973.89,0.19,2726.5,11563.262244293372,3121.907,1.5039974333050703,73.89424928579005
76,1948.56,0.18,2707.781,11454.40956658129,3122.125,1.4935201918040188,73.37948251946334
77,1925.75,0.19,2707.047,11158.951853828115,3121.672,1.4876323024497422,73.09019933714036
78,1893.06,0.18,2783.094,11913.917777224648,3120.86,1.5302876214401704,75.18593614163545
79,1770.2,0.17,2727.11,11410.6934582945,3103.828,1.5040760088360112,73.89810985080334
80,1967.76,0.19,2708.844,11164.483601259552,3095.094,1.4887593608730894,73.14557385723607
81,1883.75,0.18,2680.422,11167.024278969484,3095.781,1.4782779285546637,72.63060118809538
82,1842.76,0.18,2679.859,11160.079822297846,3094.328,1.478459982215684,72.63954583009604
83,1815.62,0.17,2671.203,11172.229003398232,3086.531,1.473214844899973,72.38184227571321
84,1817.11,0.17,2660.891,11025.908764220252,3085.625,1.4675164935067897,72.10187145326269
85,1795.8,0.17,2642.062,10783.400959730065,3067.203,1.4516292657521337,71.32130179126342
86,1769.8,0.18,2633.375,10575.763020811037,3058.157,1.4519237720967175,71.33577144710263
87,1734.78,0.16,2624.218,10703.921928667964,3058.812,1.4471484694777743,71.10115176336829
88,1701.17,0.16,2623.859,10729.909902260884,3058.578,1.4468538105659885,71.08667461161282
89,1700.66,0.16,2614.609,10673.60162448886,3049.328,1.4416741930284678,70.8321901683239
90,1700.91,0.16,2886.625,12544.19117594768,3177.219,1.5935866593100128,78.2959380474406
91,1810.24,0.17,2801.844,12714.620352439872,3082.937,1.5463902376915637,75.9770882494014
92,1976.36,0.19,2745.687,12207.106684464676,3074.266,1.51470559175661,74.42036144029748
93,1897.86,0.18,2717.609,11863.58037704742,3066.0,1.4989786083335404,73.64766488653811
94,1839.09,0.17,2689.015,11537.472677645135,3056.437,1.4831110745410492,72.86806282628963
95,1784.67,0.17,2670.844,11446.947912060925,3048.219,1.4729664825468278,72.36963976177928
96,1752.75,0.17,2652.343,11247.94162944648,3039.218,1.4627604396099307,71.86819749578868
97,1724.31,0.16,2642.25,11149.349381209831,3039.047,1.4518364681062514,71.33148203630158
98,1697.34,0.17,2624.188,11119.035943703491,3030.375,1.4468670644030392,71.08732579778997
99,1676.39,0.16,2614.297,10918.518103989754,3021.0,1.441380399427779,70.81775553094546
100,1653.94,0.16,2605.531,10819.58196647713,3021.75,1.431210744960774,70.31810109956534
101,1633.12,0.15,2596.281,10827.5621388212,3012.265,1.4260247179525716,70.06330174681324
102,1616.27,0.16,2576.906,10645.09179130433,3002.641,1.420487649966195,69.79125508434085
103,1589.34,0.15,2586.344,10966.07697520916,3012.0,1.4207006230355006,69.80171885557206
104,1560.19,0.16,2633.266,11398.107679512455,3020.11,1.452255804330839,71.35208482113887
105,1692.88,0.16,2596.422000000006,11125.894055743942,3002.172000000006,1.431557632772571,70.33514435633658
106,1632.98,0.17,2576.422,10912.4665012007,2992.703,1.415015751158943,69.52241030736464
107,1598.59,0.16,2558.031,11004.570213697154,2964.468,1.4097311506517451,69.26276785146193
108,1556.22,0.15,2548.235,10636.38113377714,2983.375,1.404917318129309,69.02625512041874
109,1536.53,0.16,2531.016,10625.481197056122,2975.297,1.395164296571563,68.54707065486149
110,1531.48,0.15,2530.452999999994,10654.172316381451,2974.9850000000006,1.3945343832614077,68.51612181802287
111,1513.36,0.14,2521.172,10698.922295178456,2966.25,1.3893171179312644,68.25978766720687
112,1480.25,0.14,2511.062,10358.258410808425,2956.359,1.3838379472327809,67.99058560840852
113,1465.0,0.15,2501.719,10429.911635902932,2956.344,1.3736814238195123,67.4915763306282
114,1470.61,0.14,2501.703,10419.367557054908,2956.406,1.3786059891863676,67.73352957654757
115,1462.84,0.14,2493.141,10316.547075990728,2947.266,1.3737600299108574,67.49543839713218
116,1435.73,0.14,2483.344,10240.275404622023,2937.984,1.3682580583942712,67.22511609085237
117,1413.27,0.13,2474.11,10147.403946318762,2929.125,1.3633024037317505,66.98163536881292
118,1394.56,0.14,2464.532,10195.29062755111,2928.454,1.35809661401726,66.72586503678076
119,1397.8,0.14,2465.047,10274.205128896829,2929.375,1.353269090999531,66.48867966571198
120,1409.52,0.14,2511.438,10940.659070460562,2946.031,1.3841605738237488,68.00643686533974
121,1514.06,0.15,2548.859,10949.279091080882,2955.438,1.4051467790651473,69.03752897183544
122,1530.44,0.15,2511.531,10592.777062573869,2937.625,1.378719022627353,67.7390831241008
123,1462.03,0.14,2483.532,10414.858547002195,2929.078,1.3682657783199066,67.22549538545536
124,1416.55,0.13,2473.219,10238.689126202771,2918.375,1.3573151296618016,66.68746922672389
125,1391.81,0.13,2455.5,10210.42208486982,2919.812,1.3524934638801596,66.45057163278422
126,1368.02,0.13,2446.078,10134.773521563498,2900.422,1.3474099151661236,66.20080723318286
127,1352.45,0.13,2436.922,10058.279736425526,2901.375,1.3370075130842318,65.6897174696045
128,1334.64,0.13,2426.734,9978.373013001576,2901.187,1.3312352966718526,65.40611751852576
129,1312.86,0.13,2407.812,9893.451846236214,2891.64,1.3259303781727645,65.14547680110712
130,1297.08,0.13,2408.859,9914.432515826711,2882.906,1.321578743867529,64.93167274597319
131,1292.38,0.12,2399.187,9842.265999747353,2883.265,1.321225074066109,64.91429627717592
132,1274.94,0.12,2389.359,9799.125803247887,2882.969,1.3156485301862682,64.64031008911138
133,1258.58,0.12,2398.922,10035.610917667324,2891.656,1.3209025697502388,64.8984510278524
134,1269.27,0.12,2446.359,10241.29005317634,2901.25,1.3474328767273906,66.20193537828118
135,1394.92,0.13,2407.938,10022.91362230633,2891.703,1.3260128072353616,65.14952669744675
136,1300.89,0.12,2389.094,9916.95064394653,2883.016,1.3101186784831065,64.36861797633368
137,1269.7,0.12,2370.531,9761.956131373192,2873.453,1.30521620229393,64.12775001365068
138,1243.94,0.12,2371.031,9830.548881623548,2874.031,1.3004061951355774,63.89142523000749
139,1262.06,0.12,2361.703,9846.38088375491,2874.234,1.300235735841116,63.88305024124815
140,1245.97,0.12,2352.109,9753.887920127672,2864.984,1.2895066722480757,63.35591097744968
141,1221.53,0.12,2333.875,9559.14737052986,2855.093,1.279253057384795,62.85213141239902
142,1196.17,0.11,2323.86,9475.581734202346,2855.625,1.2792078171714618,62.84990867482796
143,1179.2,0.11,2323.75,9573.2914137707,2855.594,1.274036760902923,62.59584486293798
144,1188.45,0.11,2314.906,9514.139453547028,2847.437,1.2741273923001468,62.600297755550194
145,1174.12,0.12,2296.266,9333.601122734171,2847.36,1.263763942644078,62.09112179860495
146,1151.23,0.11,2286.391,9247.2303616587,2837.328,1.2581373688955233,61.8146775481072
147,1123.16,0.11,2286.859,9198.702029737584,2837.281,1.253259864055301,61.57503647520722
148,1125.48,0.11,2286.672,9327.565794771032,2838.515,1.2532313315493426,61.573634619019614
149,1133.77,0.12,2267.875,9238.382018761213,2828.328,1.2480874960313575,61.3209082142838
150,1121.19,0.11,2277.547,9442.595299199533,2838.265,1.2534354284944844,61.58366228941904
151,1062.39,0.1,2342.469,9819.381621302246,2864.547,1.28980487732669,63.37056235911395
152,1232.06,0.12,2295.765,9455.144233396357,2846.39,1.2635402021758837,62.0801290046241
153,1175.58,0.11,2267.86,9304.401914443628,2837.969,1.2479761706842851,61.31543858862738
154,1138.19,0.12,2248.688,9193.372904614936,2838.156,1.2321202877943334,60.53640895934027
155,1115.83,0.11,2239.75,9050.391535875962,2829.843,1.2271137666213534,60.29042906907026
156,1097.88,0.11,2220.922,8984.309414489559,2829.625,1.2217397581377356,60.02639382954212
157,1075.42,0.11,2211.25,8887.269723701536,2819.437,1.211102678915174,59.50377393250057
158,1066.47,0.1,2201.688,8822.402538835904,2819.579,1.2056159765131735,59.23420182680926
159,1050.5,0.1,2192.906,8768.324354706998,2810.672,1.2008936262717274,59.002183793913154
160,1040.34,0.1,2174.375,8726.325365541046,2811.485,1.1905903985558337,58.495966655222006
161,1027.22,0.1,2164.937,8674.408143147914,2802.422,1.185179251041941,58.23010670462684
162,1018.41,0.1,2155.094,8591.08496042141,2801.625,1.1796706818144624,57.95946024028492
163,1003.53,0.1,2145.906,8497.75761374952,2802.031,1.1745952836753917,57.71009629390571
164,990.31,0.1,2108.406,8425.83876484488,2793.39,1.15381833159625,56.68928519254556
165,985.03,0.1,2118.047,8417.666691658564,2793.39,1.1644009557372264,57.20922960804411
166,970.17,0.09,2117.344,8398.183886700408,2792.485,1.1587974947916069,56.93392093343496
167,964.91,0.1,2146.172,8795.428780273498,2802.016,1.1749748834769171,57.72874675283711
168,1007.78,0.1,2164.687,8353.024635459205,2820.39,1.1856752327929356,58.254475229690506
