discharge,temperature,discharge_time,ic,capacity,soh
33,38.31473393357882,3395.219,29029.85900557154,1.8199041089501267,98.02943389447215
34,37.861934640176806,3386.0,30047.25050285028,1.8093079637028517,97.45867078945713
35,37.90665575786083,3368.187,30768.01736110988,1.80460990458052,97.20560906279802
36,38.34003238560517,3368.266,29913.62554064555,1.7993770651972192,96.92374130950105
37,38.0745950590744,3358.719,24425.491447734003,1.7884432335370462,96.33478867036308
38,38.07252758016199,3339.5,25997.575451707267,1.7829230484252723,96.03744299218224
39,37.80133585100446,3331.265,24851.081999802696,1.7730337158018288,95.50475246530081
40,38.39873985476869,3321.188,25138.692343273244,1.773037755078937,95.50497004162602
41,38.74929237918251,3321.844,36468.395073057574,1.7678721106662054,95.22672175646096
42,38.87275464755104,3311.828,23975.399940563937,1.7623150704093087,94.92739086983165
43,38.503541429116005,3327.391,20474.147642590575,1.7676172924938447,95.21299593373234
44,38.27009094548294,3312.078,24843.27375196,1.762668359743147,94.94642085785509
45,38.11684755251712,3293.172,23506.66093432359,1.7517304870664143,94.35725054869607
46,38.04152715355532,3275.328,23674.735780173134,1.7418496047960008,93.82501520146927
47,38.17980302242767,3265.016,26825.84754407845,1.7360913511847138,93.51484592444021
48,40.71218198711114,3328.937,29900.461340797243,1.7936240148573608,96.61385230754256
49,39.885261233152924,3329.266,29334.943609783528,1.7831890223273275,96.05176972012408
50,39.18287352945846,3301.579,31609.172695375062,1.7673642076278957,95.19936347583841
51,38.951564804030774,3283.563,35386.62313306244,1.7570177850353066,94.64205172265511
52,38.607510759873634,3275.125,27279.252738256735,1.7468706179837907,94.09547290193551
53,38.920359903369054,3265.656,25209.852287208007,1.7417172507457144,93.81788592880078
54,39.23273115358871,3266.093,33330.04755898614,1.7364225056478186,93.53268361401415
55,38.964927068400804,3257.594,28419.65814612908,1.7263217239235826,92.988603346571
56,38.83927283461771,3248.593,25004.70744480667,1.7158065389330133,92.42220117908766
57,38.82796377704433,3238.766,22247.384567497058,1.710533351135192,92.13816005181208
58,39.14007944734004,3240.14,26941.048322982595,1.706014499648521,91.89475137389712
59,39.349611598028886,3230.109,23356.72919515036,1.7003110272642588,91.58753289666399
60,39.29444535878087,3229.7810000000027,22245.989037748634,1.6945798601797895,91.27882263985312
61,39.10487658009542,3212.469,223302.46402543623,1.6849029086609286,90.75757205607074
62,39.0462609369598,3213.219,21427.28097639165,1.6744741591159717,90.19582574806932
63,39.398032192832,3203.578,44319.739827288504,1.6745692479879102,90.2009477257823
64,39.10678394120843,3195.125,19670.946060213315,1.663716375981405,89.6163559916933
65,39.44448954135193,3195.3129999999946,24462.216873204357,1.659013868748246,89.3630546668135
66,39.509602016775695,3186.297,22890.92182651387,1.6538540573335014,89.08512057704355
67,39.334865362245324,3176.438,20682.84995986098,1.642653782130131,88.48181591266643
68,39.43723270017243,3167.593,18674.73013277851,1.6378578430223698,88.22348186450748
69,39.51375235624076,3167.719,21427.91110410437,1.6327350407099108,87.94754127611387
70,39.60170302810528,3159.077999999994,19428.246356291602,1.6277528915533617,87.67917699307695
71,39.687463597582074,3148.829,19147.701638652354,1.622125485521159,87.37605584239753
72,39.53535075538898,3149.094,18844.62003012025,1.6113256603765849,86.79432148624366
73,39.6502371632164,3140.547,18239.85267542484,1.6065631397488385,86.53778753000239
74,39.69929058154853,3131.625,19122.125133451114,1.6015142233917594,86.26582682073705
75,39.56076309770468,3121.907,17291.886266188547,1.590369231400328,85.66549999565574
76,39.63708096307912,3122.125,20599.359037326907,1.5857889968242211,85.4187849075412
77,39.43977047692484,3121.672,18208.601614635638,1.5849430707374117,85.37321895986369
78,39.839022256254516,3120.86,18214.88740318844,1.5955263892495937,85.94329115068511
79,39.41794949618613,3103.828,17394.131717361164,1.5747301747801037,84.82309964083233
80,39.262781682151214,3095.094,17920.328366757134,1.5649019950937946,84.29370312695895
81,39.47237839941986,3095.781,20762.658535391318,1.5597659473370362,84.01704907053151
82,40.037541469513684,3094.328,17747.67051013211,1.5594815668184234,84.00173086716403
83,40.142730162011574,3086.531,18554.39866917252,1.55468935359061,83.74359751414073
84,40.1165626728546,3085.625,17955.117770540863,1.5488741079890418,83.43035835418966
85,39.87503330866132,3067.203,17407.57162958855,1.538236598942558,82.85736718133292
86,39.61961987024145,3058.157,16640.683663419706,1.527914258251028,82.30135260370756
87,40.067324667444815,3058.812,15692.63913342391,1.5285252629756445,82.33426447360578
88,40.24716716520102,3058.578,16599.9626351654,1.522647325284378,82.01764839394087
89,40.30253125568348,3049.328,19836.504926910326,1.5174859938489869,81.73963242800902
90,40.09418103142496,3177.219,18158.139224499457,1.605818899130659,86.49769888680268
91,40.52238496316615,3082.937,19568.851277333586,1.5638491446744425,84.23699116610504
92,40.56886357314186,3074.266,19382.449079035283,1.5480915247767786,83.38820438085877
93,40.27804845768325,3066.0,15722.294369177,1.5323755631868592,82.54166152720488
94,40.2921849196155,3056.437,17091.441757511668,1.5269528268489705,82.24956494324317
95,40.184384347174266,3048.219,16534.39364638973,1.5169573017136326,81.71115433925789
96,40.320066232195046,3039.218,16110.238547877429,1.5118975960142693,81.43861246029738
97,40.336505612651585,3039.047,15537.111153546308,1.5065638960681105,81.1513118362076
98,40.43267631588412,3030.375,16153.988592732392,1.5015453526671363,80.88098717121403
99,40.314538591575015,3021.0,19770.172561358602,1.4908444050400238,80.30457886878683
100,40.386661855917744,3021.75,15340.911088224348,1.485868384561201,80.03654470798278
101,40.43384612547835,3012.265,15453.078189637059,1.480413677976106,79.74272604140161
102,40.44479269068758,3002.641,14420.71525582841,1.4752095869031632,79.46240682056631
103,40.58499656066617,3012.0,15112.563388024117,1.4859035988304024,80.03844153038008
104,40.99869158762305,3020.11,15735.6202273334,1.4960918298136696,80.58723226653154
105,40.997807625227495,3002.172000000006,14784.511175004096,1.4808005946928984,79.76356737393388
106,40.84213757482493,2992.703,16943.912334251992,1.4697543268466824,79.168558341158
107,40.69012464267011,2964.468,38028.19680464202,1.4539012274845928,78.31462853887025
108,40.69938049882204,2983.375,14595.210422287371,1.4541462067235693,78.32782438583529
109,41.06026204078849,2975.297,13762.317856942751,1.455023751906683,78.37509350133121
110,41.19696040482682,2974.9850000000006,14074.289211083771,1.449042163761236,78.05289427291893
111,40.84446688602949,2966.25,56639.879705016174,1.4386709371480566,77.49424644709048
112,40.764203830749366,2956.359,13360.157666949823,1.433445432156979,77.21277376203588
113,41.11212504270441,2956.344,13382.646349322093,1.4333958900838095,77.21010517012333
114,41.27256611507568,2956.406,14881.391668929182,1.42806487344776,76.92294908297353
115,41.15574924454392,2947.266,13412.160763323212,1.4229203181741186,76.64583676775116
116,41.03237216951879,2937.984,15274.076099877224,1.417429032731308,76.35004777498811
117,40.937269906716935,2929.125,14414.379179412863,1.412409228794446,76.07965521102183
118,41.240704611971786,2928.454,13257.130160985045,1.412578792940193,76.08878881159706
119,41.43649987692296,2929.375,12939.630044928674,1.4075983731469897,75.82051768100095
120,41.16703904201915,2946.031,13962.336691688348,1.4333920485221476,77.20989824377314
121,41.36216559728765,2955.438,13861.702257838353,1.4382550176792908,77.47184287655712
122,41.02198772703674,2937.625,16035.981981415802,1.4173547174485526,76.34604477007024
123,40.78818812957494,2929.078,13875.302685806519,1.406981663677643,75.78729852409039
124,40.81506138506309,2918.375,13552.61264699408,1.4012037783587625,75.47607178190572
125,40.858374219876424,2919.812,13357.63184140823,1.3967008232726328,75.23351936621818
126,40.839876773287166,2900.422,14536.642369190089,1.391284788852726,74.94178378216989
127,40.85376069244676,2901.375,13523.47534865218,1.3862287677978349,74.66944037718937
128,40.74795214258888,2901.187,12563.222059958545,1.3804366761974138,74.35744841131499
129,40.68794001196382,2891.64,14009.808674705038,1.3752364150256224,74.07733548873459
130,40.7810749453613,2882.906,13916.336803918011,1.3705128024895008,73.82289732324247
131,40.88159339768709,2883.265,12709.793409727208,1.3705085566270399,73.8226686191633
132,40.81191473576834,2882.969,12866.123701635,1.3647355108681518,73.51170256067292
133,41.11793533148924,2891.656,11868.095940819347,1.375392016895762,74.08571700903981
134,41.248795355864885,2901.25,13722.71588275707,1.3861115151535393,74.6631245442362
135,41.16242984455477,2891.703,13152.80838313903,1.3698500035838939,73.78719555127383
136,41.16437554618679,2883.016,12936.704885635065,1.3647827949260758,73.5142495242232
137,40.864216180205034,2873.453,13726.527402240992,1.3543220466259964,72.95077959801873
138,41.25434553511566,2874.031,12914.64506767659,1.3546417018378962,72.96799787853683
139,41.45023191903855,2874.234,13007.515315630299,1.3547039213192407,72.97134934112401
140,41.27708509224051,2864.984,12171.573840328007,1.349314997503458,72.68107407422197
141,41.064605154983276,2855.093,11285.194571371067,1.3441891937970554,72.40497181525036
142,40.99284868101728,2855.625,11605.237221279029,1.3389913790695755,72.12499067079483
143,41.29040553417739,2855.594,11976.545570226723,1.3389145230206971,72.1208508070922
144,41.22740227746052,2847.437,13520.945086145375,1.3340066759761655,71.8564888195292
145,41.04619550953222,2847.36,12262.975343065355,1.3286444309174914,71.56765060826295
146,40.85874389007758,2837.328,10907.927322967005,1.3231708992276219,71.27281792431958
147,40.79196924883506,2837.281,11031.421858951267,1.3181691588445197,71.00339835664494
148,41.14127834456325,2838.515,11571.652346155173,1.3184664436640334,71.01941165230103
149,41.14429319149828,2828.328,12343.116132939238,1.318293040102702,71.01007124097441
150,40.66184230912503,2838.265,11696.756915182586,1.323872422244268,71.3106055768929
151,41.046694544970684,2864.547,13025.641696362312,1.3601216766554785,73.26317762261326
152,41.0462053156659,2846.39,12771.267822146534,1.3395306867947354,72.1540405700353
153,40.868302643225604,2837.969,11835.390775793257,1.3290286565120697,71.58834698305493
154,40.85283588259973,2838.156,11091.90278731654,1.3236741274998955,71.29992439790138
155,40.85270645265791,2829.843,11875.677573809586,1.318633896753293,71.02843154047166
156,40.8263251809212,2829.625,11027.352784145274,1.3134751321324272,70.75055383642601
157,40.90308836809665,2819.437,11410.66404748508,1.3132020634442203,70.73584494666221
158,40.84337405460518,2819.579,11792.721671564992,1.3077959946944353,70.4446461650727
159,40.81792110626284,2810.672,12326.578053800238,1.3030329186405918,70.18808229071344
160,40.946993847659506,2811.485,11902.421316969296,1.3033573559038205,70.20555815721221
161,41.074938058306316,2802.422,11216.242605155188,1.3034100438655642,70.20839620292978
162,41.02476444658572,2801.625,10780.492785185785,1.2978870806495706,69.9109008817086
163,41.06214198725253,2802.031,12635.547470705164,1.2980735056918902,69.92094269724848
164,40.98366325567302,2793.39,13026.819820022587,1.293463613844243,69.67263011532883
165,40.98234242711097,2793.39,10965.317400417072,1.288003392619118,69.37851440175622
166,41.06375085817118,2792.485,11848.672428315062,1.2874525221379407,69.34884167276275
167,41.047029587744966,2802.016,11591.893764781616,1.3090153642307354,70.5103277055252
168,41.051007697556734,2820.39,11815.501833878598,1.3250793286429356,71.37561578838873
