discharge,temperature,time,capacity,soh,ic
56,39.84751541049116,3248.593,1.749647593537689,92.52243302854406,26903.227072263406
57,39.743357771631004,3238.766,1.749650075059311,92.52256425292258,23775.994937579646
58,40.07246786936068,3240.14,1.745028739214683,92.2781851918098,32598.644967314132
59,40.247716114003914,3230.109,1.7396457455286727,91.9935291989993,26134.333029561618
60,40.27220819224188,3229.7810000000027,1.7285642277717963,91.40753177397374,26249.289655784884
61,39.89848456781458,3212.469,1.723900324588418,91.16090172599749,195742.15984732567
62,40.0571305311587,3213.219,1.7139788776485192,90.63624955407813,25709.49624145386
63,40.240711749549135,3203.578,1.7139701997004613,90.63579065888634,30168.77249315444
64,40.12941739090177,3195.125,1.7036521173638766,90.09016416501656,20664.02553950322
65,40.3959693732437,3195.3129999999946,1.7040137474382486,90.10928738414982,22730.634485107843
66,40.18751058333668,3186.297,1.6935716157343033,89.55710108399319,22843.45483645246
67,40.14605167557969,3176.438,1.6876577363877656,89.24437153331117,27947.587655987416
68,40.18846095484838,3167.593,1.6830744356583152,89.00200379231205,22088.41144233911
69,40.2789498830108,3167.719,1.6779270142025482,88.72980500287017,21755.730878012844
70,40.310727434969614,3159.077999999994,1.6732060275966172,88.4801563486559,23368.3958358986
71,40.31733812871393,3148.829,1.6674367208253988,88.17507188402843,21900.292966063902
72,40.332563430145015,3149.094,1.6622662630667526,87.90165492082501,21814.877308766867
73,40.431258866851486,3140.547,1.6574243065763063,87.645609305257,22093.893776834502
74,40.46247985933005,3131.625,1.652538684928734,87.38725464951953,23622.331643746016
75,40.40103455658551,3121.907,1.6472174627573322,87.10586517211738,19297.353726534675
76,40.4426971996319,3122.125,1.6364136810898071,86.53455460107405,19760.87699916826
77,40.26214977673693,3121.672,1.6362554312048496,86.52618625053486,19165.702062509274
78,40.645668361956844,3120.86,1.641119179218384,86.78338421514901,26099.797438029454
79,39.95209030011925,3103.828,1.6315700789656966,86.27842196339309,24804.635587471636
80,40.165034583244065,3095.094,1.621213282987236,85.73074826850355,22406.552049664806
81,40.36674175781141,3095.781,1.6164273214762122,85.47766370163623,22533.7516709263
82,40.88269125311642,3094.328,1.615823510161921,85.44573379066746,21057.00008485065
83,40.856332202254556,3086.531,1.61672418029789,85.49336177737963,19052.81724907861
84,40.778024611598504,3085.625,1.6108655863730026,85.1835557535501,27022.642939476817
85,40.5829305350897,3067.203,1.6006603374309376,84.64389595847521,19321.723995076554
86,40.6345689985191,3058.157,1.5959174487005663,84.39308910654776,18266.192274232057
87,40.75070125010339,3058.812,1.5962179519462243,84.40897990165642,19404.95596142815
88,41.0672419235651,3058.578,1.5958065114633972,84.38722267771132,24754.62670506886
89,41.40590880756584,3049.328,1.5906507821480704,84.11458456358338,21992.433509455692
90,41.01558674901627,3177.219,1.6888211161855506,89.3058917673428,20049.560354718986
91,41.31851435911838,3082.937,1.6259938279733204,85.98354640622486,21454.85854542293
92,41.4002950560853,3074.266,1.6157433862812898,85.44149679093846,20265.117950228236
93,41.2508092329952,3066.0,1.6056626764846538,84.90842270191371,20968.260666165537
94,40.95362783962595,3056.437,1.5949746921524348,84.34323556466374,20020.310043089714
95,40.989022190981714,3048.219,1.5904102438871945,84.10186475348281,19603.767083118153
96,41.02622774121347,3039.218,1.5853517062988178,83.83436619721833,20143.1152547687
97,41.01371342582121,3039.047,1.5799737147242376,83.5499747191144,24850.007122728326
98,41.04923314430273,3030.375,1.5752185465278068,83.29851852152426,23122.83706822291
99,41.05277512550887,3021.0,1.569798484648868,83.01190234003897,36917.67898079461
100,41.02092182377061,3021.75,1.5702565375950357,83.0361244595057,26296.568757644985
101,41.34840278359994,3012.265,1.565249873909438,82.77136902689281,19638.2228533951
102,41.23753665797544,3002.641,1.559633933561147,82.4743946723507,18167.546279678958
103,41.21700308433066,3012.0,1.5649820533392105,82.75720651161599,16375.541770464464
104,41.89753189273277,3020.11,1.57497949984227,83.28587758683834,18713.799933853446
105,41.90270996402953,3002.172000000006,1.5652811168780458,82.77302117414882,21576.071031151245
106,41.48233804274523,2992.703,1.559755497470126,82.48082304608076,19866.977463649397
107,41.641162265997195,2964.468,1.549897685670499,81.95953593923268,22001.243943726386
108,41.433877603827945,2983.375,1.5438771531345021,81.64116650277282,20426.10462061179
109,41.8543569979417,2975.297,1.5450187488690073,81.70153478223752,16835.053539411463
110,41.78271326384125,2974.9850000000006,1.5445940154102908,81.6790746176111,19393.25086675933
111,41.62744766181303,2966.25,1.5343086721758876,81.13517938745419,37942.11446245705
112,41.552128441464966,2956.359,1.5287603942958483,80.84178306554588,24976.0799548454
113,41.839167194182565,2956.344,1.5289260249179843,80.85054171397351,18460.327363856028
114,42.23998716092915,2956.406,1.529091650133123,80.85930007647583,16653.581687514117
115,42.040902384977116,2947.266,1.5239059324661248,80.5850761600015,18158.995613024315
116,41.803429062834496,2937.984,1.5186675419100615,80.30806686899294,16834.5300900739
117,41.6886924602386,2929.125,1.5136482266426952,80.04264241301145,20036.825655201334
118,41.988171601182124,2928.454,1.5136050185229033,80.04035754125528,16518.37466436686
119,42.33252236723314,2929.375,1.5139470614867965,80.05844498202711,17353.4805414962
120,41.63553796804361,2946.031,1.5339599193158786,81.1167371232789,18283.14860074816
121,41.470498076928735,2955.438,1.5391372798653098,81.39051911027366,18993.596788431765
122,41.54038193238441,2937.625,1.5236247972838737,80.57020955991136,20856.08131809252
123,41.13947017697289,2929.078,1.5135813035589147,80.03910347947992,17677.684813981505
124,41.09041922644824,2918.375,1.5077850749847914,79.7325953734772,17077.488048498824
125,41.10034021580957,2919.812,1.5031960676037333,79.48992586125676,17754.57611899459
126,41.03075447325996,2900.422,1.4978220596995881,79.20574504207775,17133.099214929363
127,40.99688397371006,2901.375,1.492848534633516,78.94274199989883,15173.538625076792
128,40.88481342461614,2901.187,1.492414389867026,78.91978415957107,18617.21733094309
129,41.09400879501426,2891.64,1.487482776538081,78.65899743564148,18054.870436140936
130,41.01377835587309,2882.906,1.482535148640411,78.39736385153971,15031.768632152718
131,40.90635248178393,2883.265,1.4827874322228984,78.41070476141842,16154.95587874727
132,41.06596192416311,2882.969,1.476971179775059,78.10313778074762,16015.632326181974
133,40.84520330629611,2891.656,1.4819015554137276,78.36385905485969,16085.14179060823
134,41.12807910254104,2901.25,1.4981366198874824,79.2223791768746,16300.171485930387
135,41.094988453128494,2891.703,1.4820775214392872,78.37316424573085,16145.780451719806
136,41.11877573165318,2883.016,1.4771155312812152,78.11077117652985,15647.337836727274
137,40.980034990626955,2873.453,1.4720772783056488,77.84434528297595,15893.344435668969
138,41.017509953482886,2874.031,1.472248013656454,77.85337387257239,16076.455218305613
139,41.299420742573055,2874.234,1.4670106672274665,77.57641979564112,14678.07445381975
140,41.105738037939375,2864.984,1.4617672495335379,77.2991446665128,15939.254116760827
141,40.87704013237699,2855.093,1.4566952670489708,77.03093513592873,15510.450641896932
142,40.730219862268235,2855.625,1.451354972758956,76.74853711324945,14306.387871408455
143,41.03226257370644,2855.594,1.451615926257375,76.76233649357621,15472.768879164025
144,40.89527781087817,2847.437,1.4468161332173683,76.50852050701118,16941.990016000258
145,41.02491521192672,2847.36,1.4467570607768785,76.50539672029024,13958.41950731099
146,40.815968345794715,2837.328,1.4413797481446793,76.22104114507394,15312.938359438689
147,40.65138669632271,2837.281,1.4362456252208178,75.94954559011889,15064.625998370582
148,40.965385542419945,2838.515,1.4368154153924828,75.9796764422933,15296.639554940515
149,41.11319128215138,2828.328,1.4362945145860047,75.95213088960034,14325.286418949416
150,40.78738321989129,2838.265,1.4418575315878015,76.24630662526647,14451.315786217325
151,40.73001188190229,2864.547,1.4672063484781797,77.58676753965592,15787.41160405069
152,40.990354594470126,2846.39,1.4518640367848885,76.77545672975997,14736.999818667255
153,40.62521315513875,2837.969,1.4471379752748499,76.52553971151791,15704.71040528954
154,40.58944296824891,2838.156,1.441790586562399,76.24276653144855,14423.46955429588
155,40.584393586876246,2829.843,1.431630947911111,75.70551863639822,14941.893430658694
156,40.884444140401214,2829.625,1.4318084249673686,75.71490373149528,14688.771216606001
157,40.65159637790841,2819.437,1.4262562585106868,75.42130177927987,14722.559902168634
158,40.53138082339522,2819.579,1.4260877528924913,75.41239109930522,13819.084338134477
159,40.821433488540606,2810.672,1.4212633510031694,75.157273781763,14463.889888480137
160,40.643362943412974,2811.485,1.4163272748795108,74.89625106252409,14315.159986918683
161,40.97063567014205,2802.422,1.4165781829175994,74.90951923277514,14717.033267529781
162,40.74888323397497,2801.625,1.4108401729425177,74.60608976183626,13838.23158033075
163,40.93461596721165,2802.031,1.4109949628347804,74.61427514584918,13819.708155900946
164,40.74175890345818,2793.39,1.4061714290398801,74.35920373366997,14376.377506011124
165,41.00964443691023,2793.39,1.4063358479692922,74.36789830704656,13482.967003160105
166,40.80558697887537,2792.485,1.4004552399066514,74.05692816217145,18619.64956300471
167,40.92586026351328,2802.016,1.4217865046055154,75.18493846367691,13176.797315594127
168,40.57390100608222,2820.39,1.4324552720625434,75.74910940083355,14291.940914042792
