discharge,temperature,discharge_time,ic,capacity,soh
54,38.95436345473558,3266.093,24894.898888253916,1.6975954237461768,83.40608610817466
55,38.731363854696035,3257.594,21666.415653572614,1.6820634524029463,82.64297086813447
56,38.74827601131975,3248.593,20874.986119335856,1.6714768322295086,82.1228301199745
57,38.84227056628921,3238.766,17912.927343090803,1.6607591387047655,81.59624948921793
58,39.221381996208315,3240.14,21857.71687585581,1.651121015038069,81.12271017518528
59,39.466510899162515,3230.109,20238.73564225919,1.6401349256190927,80.58294274458677
60,39.352653481724175,3229.7810000000027,18504.94507345298,1.6291999416165441,80.04568622012265
61,39.31890647034385,3212.469,74538.02748803332,1.6088496302961666,79.04583678923177
62,39.47196886600465,3213.219,16759.911500656075,1.6035244898969248,78.78420253146665
63,39.74009698783903,3203.578,32879.46128170137,1.5989712144027983,78.56049146190021
64,39.03600072360686,3195.125,15391.954341174873,1.5876273123575604,78.0031440176547
65,39.16106395962828,3195.3129999999946,17314.203015178442,1.5829719744686166,77.77441842886215
66,39.20051799483514,3186.297,17202.488680715363,1.567137636713563,76.99644735295674
67,39.15878418316098,3176.438,16110.084433693572,1.5613446139713882,76.71182514739364
68,39.18225956809825,3167.593,15843.41685254958,1.5511711892790419,76.21198547768459
69,39.38159156766375,3167.719,17041.13524113521,1.5406741606295171,75.69624653118686
70,39.44712875501599,3159.077999999994,15524.056704978799,1.5253138744624433,74.94156650980108
71,39.40950590627068,3148.829,14089.454628689278,1.5301570318067428,75.17952002501654
72,39.48443326993031,3149.094,14023.631645674064,1.5246566834474087,74.90927746753414
73,39.4416762582387,3140.547,14035.51742124322,1.5145492986655427,74.4126824640059
74,39.53866201326228,3131.625,15027.350251502317,1.509391504602082,74.15927024943012
75,39.5867547936938,3121.907,13168.240426830404,1.5039974333050705,73.89424928579005
76,39.499752884420865,3122.125,14697.970708797802,1.4935201918040188,73.37948251946334
77,39.9686395722832,3121.672,13907.090531480784,1.4876323024497422,73.09019933714036
78,40.42668250871336,3120.86,14976.110671325097,1.5302876214401704,75.18593614163545
79,40.02451449021777,3103.828,13512.538715890769,1.5040760088360112,73.89810985080334
80,40.02167483360719,3095.094,14537.368006595792,1.4887593608730894,73.14557385723607
81,40.078211781584145,3095.781,13953.397445220362,1.4782779285546637,72.63060118809538
82,40.565789328351094,3094.328,13156.581832951077,1.478459982215684,72.63954583009604
83,40.75221353269305,3086.531,14118.857933162006,1.473214844899973,72.38184227571321
84,40.71162611325717,3085.625,14403.72511402775,1.4675164935067897,72.10187145326269
85,40.58721297402195,3067.203,13453.282258243062,1.4516292657521335,71.32130179126342
86,40.37035790264624,3058.157,12675.84605833244,1.4519237720967177,71.33577144710263
87,40.667923693760464,3058.812,13729.564306743496,1.4471484694777745,71.10115176336829
88,40.990356883952465,3058.578,13525.01373986964,1.4468538105659885,71.08667461161282
89,40.997744028174516,3049.328,13002.476976793701,1.4416741930284678,70.8321901683239
90,40.77265883698999,3177.219,14915.824240831067,1.5935866593100128,78.2959380474406
91,40.522204934304625,3082.937,15101.332986505753,1.5463902376915637,75.9770882494014
92,40.57746834859555,3074.266,14353.135245499287,1.51470559175661,74.42036144029748
93,40.516963879873735,3066.0,14151.390364510968,1.4989786083335404,73.64766488653811
94,40.34325381638243,3056.437,14093.441505360428,1.4831110745410492,72.86806282628963
95,40.39341126895154,3048.219,15176.9035296421,1.4729664825468278,72.36963976177928
96,40.46341487442664,3039.218,13704.886072881833,1.4627604396099307,71.86819749578868
97,40.5818264138806,3039.047,14197.18749709009,1.4518364681062514,71.33148203630158
98,40.61670777074496,3030.375,15765.921166786047,1.4468670644030392,71.08732579778997
99,40.631647661681036,3021.0,12884.657942645561,1.441380399427779,70.81775553094546
100,40.74323383889164,3021.75,12385.820536762662,1.431210744960774,70.31810109956534
101,40.81715493531611,3012.265,14477.422641927062,1.4260247179525716,70.06330174681324
102,40.72877617289365,3002.641,12062.960957193853,1.420487649966195,69.79125508434085
103,41.45494452672042,3012.0,12631.361720800864,1.4207006230355006,69.80171885557206
104,41.39678877103747,3020.11,13787.399251190971,1.452255804330839,71.35208482113887
105,41.36669473718026,3002.172000000006,13529.975915860137,1.431557632772571,70.33514435633658
106,41.37787352037061,2992.703,12828.563725901891,1.415015751158943,69.52241030736464
107,41.140956091698214,2964.468,20887.873398292362,1.4097311506517451,69.26276785146193
108,41.2168813199875,2983.375,12740.448889304058,1.404917318129309,69.02625512041874
109,41.40391881889191,2975.297,12953.556682588696,1.395164296571563,68.54707065486149
110,41.586571331198584,2974.9850000000006,13660.854144299678,1.3945343832614077,68.51612181802287
111,41.43504077863728,2966.25,16102.041499815057,1.3893171179312644,68.25978766720687
112,41.37436880579148,2956.359,12200.570068697285,1.3838379472327809,67.99058560840852
113,41.66477948989921,2956.344,12793.341659203374,1.3736814238195123,67.4915763306282
114,41.81816829502593,2956.406,12698.469513575617,1.3786059891863676,67.73352957654757
115,41.686647000781186,2947.266,11545.818292078047,1.3737600299108574,67.49543839713218
116,41.565382893773936,2937.984,13172.9602954278,1.3682580583942712,67.22511609085237
117,41.46394809540406,2929.125,11788.86392672311,1.3633024037317505,66.98163536881292
118,41.6123634180086,2928.454,12265.448472681212,1.3580966140172601,66.72586503678076
119,42.0075404495327,2929.375,12500.630973450787,1.353269090999531,66.48867966571198
120,41.61679232360952,2946.031,12086.868956437818,1.3841605738237488,68.00643686533974
121,41.80245062827161,2955.438,13502.780806510627,1.4051467790651473,69.03752897183544
122,41.653004783464006,2937.625,12953.307957235875,1.378719022627353,67.7390831241008
123,41.36061809844917,2929.078,12422.17054794824,1.3682657783199066,67.22549538545536
124,41.42815616511055,2918.375,12039.148695751277,1.3573151296618016,66.68746922672389
125,41.343265645039,2919.812,12502.401924100966,1.3524934638801596,66.45057163278422
126,41.38118673567723,2900.422,12332.119000380248,1.3474099151661236,66.20080723318286
127,41.378450473707446,2901.375,12579.244890852933,1.3370075130842318,65.6897174696045
128,41.306600641009794,2901.187,11764.860752018434,1.3312352966718526,65.40611751852576
129,41.204081036719124,2891.64,12169.988802493941,1.3259303781727643,65.14547680110712
130,41.32955629442644,2882.906,12833.36290684426,1.321578743867529,64.93167274597319
131,41.300370296451625,2883.265,11769.598833486663,1.321225074066109,64.91429627717592
132,41.243646229563595,2882.969,12196.72122227089,1.3156485301862682,64.64031008911138
133,41.36464929786556,2891.656,10872.172046851472,1.3209025697502388,64.8984510278524
134,40.89285784811417,2901.25,11519.868388814233,1.3474328767273906,66.20193537828118
135,40.652964511118334,2891.703,11769.5166077872,1.3260128072353616,65.14952669744675
136,40.58410707337388,2883.016,12629.6822541304,1.3101186784831063,64.36861797633368
137,40.322783635307104,2873.453,10877.665813184223,1.30521620229393,64.12775001365068
138,40.78032921971219,2874.031,11261.405736259192,1.3004061951355774,63.89142523000749
139,40.85731522464202,2874.234,11106.454742913102,1.300235735841116,63.88305024124815
140,40.74860220857894,2864.984,12323.144044323542,1.2895066722480755,63.35591097744968
141,40.472276230208436,2855.093,12658.979307974167,1.279253057384795,62.85213141239902
142,40.28187574900838,2855.625,11228.097025518397,1.2792078171714618,62.84990867482796
143,40.637565231244686,2855.594,11739.578605382016,1.274036760902923,62.59584486293798
144,40.64243349478575,2847.437,11595.428191734485,1.2741273923001468,62.600297755550194
145,40.38713367022122,2847.36,10258.145037869113,1.2637639426440779,62.09112179860495
146,40.15316398972329,2837.328,10414.758207242627,1.2581373688955233,61.8146775481072
147,40.26211669866818,2837.281,9986.587707546078,1.253259864055301,61.57503647520722
148,40.65437976632703,2838.515,11405.713779815096,1.2532313315493426,61.573634619019614
149,40.41021687551566,2828.328,10879.44667864143,1.2480874960313577,61.3209082142838
150,40.49521984011741,2838.265,10899.28213750972,1.2534354284944844,61.58366228941904
151,41.357879741754175,2864.547,15576.101423411534,1.2898048773266901,63.37056235911395
152,41.37902988743146,2846.39,10497.326739160007,1.2635402021758835,62.0801290046241
153,41.20920760771975,2837.969,10956.466582552699,1.2479761706842853,61.31543858862738
154,41.20630554355683,2838.156,11142.384266035626,1.2321202877943334,60.53640895934027
155,41.28239317323536,2829.843,10452.630025986105,1.2271137666213534,60.290429069070264
156,41.1595683576961,2829.625,10327.131769820928,1.2217397581377356,60.02639382954212
157,41.230427315370186,2819.437,9602.66135447904,1.211102678915174,59.50377393250057
158,41.21487873613708,2819.579,10971.999404086499,1.2056159765131735,59.23420182680926
159,41.27439823262361,2810.672,10340.059725910663,1.2008936262717274,59.002183793913154
160,41.237668013317766,2811.485,11706.985343657314,1.1905903985558335,58.495966655222006
161,41.24068073261839,2802.422,10943.362625665693,1.185179251041941,58.23010670462684
162,41.28133907077437,2801.625,9734.186854507338,1.1796706818144624,57.95946024028492
163,41.28338645880181,2802.031,9823.787736078151,1.1745952836753915,57.71009629390571
164,41.149193043289586,2793.39,10614.511542642394,1.15381833159625,56.689285192545555
165,41.26268252018065,2793.39,9935.671447251378,1.1644009557372264,57.20922960804411
166,41.45791806300034,2792.485,11384.79733276708,1.1587974947916069,56.933920933434955
167,41.11666214070682,2802.016,9598.384215809108,1.1749748834769171,57.72874675283711
168,41.36263766174168,2820.39,10440.777492691139,1.1856752327929356,58.254475229690506
