discharge,temperature
104.00214,96.50453
43.86036,73.51361
114.89999,79.153305
87.733665,82.92409
85.879105,52.85577
107.31568,116.946075
46.53659,46.730476
116.7569,120.31435
70.49584,75.35066
39.930283,36.944874
81.71827,39.646152
84.02052,69.738434
94.4591,122.05675
65.77407,28.865513
75.06277,32.93488
101.39983,121.16266
105.81849,108.99344
109.289764,124.08766
45.7312,63.579723
149.48425,105.73442
45.057,52.57322
51.461777,28.19873
124.086716,119.60073
88.81307,110.98574
43.332,87.21963
51.023975,50.520576
59.062656,53.776894
109.11267,138.30348
48.879097,62.86379
67.10806,70.43073
110.30315,139.15146
71.62712,80.572495
63.58384,50.91155
155.60193,124.89647
128.76476,113.33854
107.68684,126.81992
134.61974,150.09676
192.00844,102.406136
71.99152,-0.10825201
16.76557,61.198055
155.17058,150.8624
143.16566,102.06714
114.12785,176.6775
-6.400797,72.2666
57.349934,44.77576
151.46559,97.52877
124.778175,143.21976
138.80351,144.23193
157.0199,122.23102
163.36626,140.18518
144.66214,154.96265
115.01764,171.11832
154.48187,158.70592
89.0329,28.632963
83.27556,71.4357
53.84432,39.221104
83.319954,36.66176
106.427986,121.5905
89.786575,137.27588
130.10301,146.44794
87.415665,88.637924
51.9583,53.7476
38.691364,36.230774
45.508022,39.511116
32.28672,40.67474
40.010612,33.65583
39.4504,39.289803
35.75395,39.171432
63.445827,58.098824
61.77918,62.35942
41.123158,41.639675
56.20917,57.18589
51.64189,62.45397
58.987816,57.158806
60.537354,63.619106
70.00544,59.615627
47.51412,48.20747
50.815853,23.102242
35.34005,33.172287
44.302883,42.98775
70.27487,60.81307
37.401737,32.394665
64.405106,74.07205
71.95715,61.51383
73.1535,89.52081
81.46826,68.667114
78.528175,65.035645
28.050625,37.322075
63.631466,73.59521
38.780773,54.61315
53.99435,35.09203
79.89668,68.28475
31.755304,43.37041
34.389366,49.391106
40.27137,48.65544
45.831017,34.797295
25.898626,29.26304
93.817726,64.61588
68.25712,50.038895
53.006607,50.56054
39.330444,42.505234
96.19727,98.15862
99.32499,120.09977
60.087322,44.187935
49.46827,53.32162
77.71719,62.281868
60.69399,28.303427
55.180317,107.44956
52.619053,23.74252
40.151527,65.79603
98.89342,113.81172
88.12907,104.485016
95.85356,108.36433
58.914787,51.09161
66.14031,64.674736
123.613914,95.13839
30.68833,41.50999
116.54594,77.29057
-2.0460622,64.24223
74.0251,109.89437
70.751816,116.7595
118.08312,75.91955
112.482445,100.48618
52.716286,65.61926
124.66634,153.91032
68.84557,85.91706
48.98472,51.479706
60.540413,65.65337
34.38262,46.721943
80.171906,106.54386
42.597843,78.63426
57.05123,58.308228
106.84562,106.31045
129.71548,77.36468
94.95272,132.43687
22.325853,16.766191
159.36797,133.75826
48.24484,71.90343
27.528275,46.715076
106.77736,119.437454
106.34809,99.67754
70.80627,53.104042
73.33176,38.040157
76.09164,57.852478
138.46088,130.15833
83.20547,34.9138
52.04938,22.26516
129.24358,116.78885
77.072296,90.18167
40.50284,68.944496
160.53693,120.90263
152.08496,171.72331
150.7356,154.32545
156.60207,143.79071
131.52905,117.24577
89.67673,49.020515
3.6935558,59.751762
122.4742,171.75475
147.37938,148.19092
166.99074,133.64986
70.371826,39.24889
12.75071,55.83405
163.7112,157.60861
170.42093,186.62582
165.4228,121.44062
155.95065,115.03361
168.00237,199.1124
135.91907,126.86845
177.82474,140.08626
166.49875,197.50479
65.96852,74.067764
-3.9016476,51.36374
48.363888,104.891365
47.261555,67.377655
162.05682,159.92212
138.1561,179.89528
166.62068,174.44304
5.9731565,59.073444
51.53201,51.788036
38.122818,36.41057
43.35585,36.045185
35.278885,41.175034
40.320072,32.74635
44.931175,37.87712
36.42517,40.823326
62.199005,59.687263
61.67932,58.207226
46.378986,40.872543
62.180626,58.22041
49.39791,57.96734
61.56359,50.68603
53.653015,65.11864
71.45998,51.318325
48.491478,43.61444
49.24637,30.692886
32.349106,28.522024
41.738243,34.408527
63.416218,67.80946
32.452812,29.095947
63.57082,72.700264
66.874405,69.07856
74.058876,80.55077
77.856674,71.19561
86.38457,74.241905
28.428331,44.618122
73.94422,70.35842
38.5461,45.753876
54.425552,39.85255
94.84272,75.95407
27.900124,29.76216
42.635967,34.266693
42.300285,53.19301
55.77601,42.740334
31.703394,39.628307
91.73513,58.546425
94.14342,57.35348
46.11795,40.437347
40.97674,50.417076
103.70039,106.51524
79.97404,104.66217
61.715286,54.062458
43.4719,50.18283
79.056206,75.351616
46.710896,28.914473
56.289734,118.02571
43.481853,49.276154
26.795519,69.96566
108.16338,117.99712
113.105316,96.64893
93.50348,124.55132
33.04561,63.08674
60.663387,56.235676
115.78223,109.26026
59.63676,51.352127
124.43656,85.11838
11.714073,72.902115
103.81191,110.44217
81.49241,104.10269
98.06485,76.46588
109.22033,126.31264
41.616837,59.64989
107.23843,143.68628
63.534203,92.8525
30.87204,44.371902
70.77139,63.94013
48.205902,51.96361
83.975365,123.27856
58.456768,83.42787
66.12799,51.02663
94.323204,125.23023
116.3946,99.687836
110.63972,133.3024
27.54996,27.388933
162.43042,133.01909
28.80805,74.30342
44.36444,60.52561
132.69296,106.94399
102.85457,111.49232
54.309692,65.93072
63.67796,52.05224
47.09266,60.91603
131.66258,133.29732
71.75958,56.550465
57.299187,76.16677
143.52502,154.89676
67.58391,101.90896
70.02538,52.7532
176.40147,128.23608
137.81111,149.6841
135.25539,169.01793
166.7526,157.9795
187.47528,116.50904
66.93728,33.181812
-1.988306,42.117046
108.21528,178.25174
145.98386,136.38948
113.041405,166.3255
26.209417,72.587105
29.334244,36.017284
167.81116,158.48427
141.29004,162.48462
164.20958,166.28052
124.40959,130.70769
145.71196,198.87094
132.40723,174.76001
175.14656,153.74467
180.64325,175.6077
74.11257,109.00347
70.65967,51.211945
56.717262,93.89345
90.06804,53.968407
156.95084,126.66938
136.00154,179.14346
179.9418,148.36726
43.339138,89.693474
50.58615,46.47037
42.20376,39.90121
44.654816,39.091293
41.625816,42.88391
40.12509,36.346447
48.161076,41.048965
43.051083,42.779217
58.457306,54.887627
60.75918,52.313137
48.708847,42.410206
62.542618,60.057236
55.947994,60.60099
58.44987,55.790382
59.8066,62.16122
65.049614,53.38597
46.846905,48.418068
50.71273,31.137184
41.4807,39.326817
37.778088,42.92323
61.871956,73.038246
42.99248,37.79982
68.31853,74.39661
63.272224,68.676025
72.93086,59.536537
66.7572,57.14341
69.87798,74.85133
37.683674,38.66132
71.79964,73.2943
51.23498,41.881233
54.114613,46.905155
82.57065,85.00302
48.48889,37.1415
43.38343,25.412937
65.22402,47.968388
47.01566,50.821087
37.964653,37.108765
90.13175,73.08544
80.49204,62.39186
57.39108,62.339134
52.56972,61.33009
84.099205,80.22426
86.07307,93.64334
40.064278,57.122746
49.898193,49.285072
82.6558,61.774246
55.247116,45.245037
35.181812,102.29774
48.339424,34.877018
36.903564,69.1433
108.83388,98.26902
87.36818,106.696014
99.7515,97.1572
57.06315,58.03793
38.9512,54.621555
111.98754,96.87279
52.87195,56.522526
104.4308,75.10478
39.233116,66.19378
111.17476,104.85194
83.63876,108.48212
80.37084,75.01194
112.10358,110.54242
36.482513,53.542778
87.363754,101.22209
35.717773,82.98342
53.340187,41.641956
69.054665,68.665115
39.12763,60.350548
115.12486,122.7213
47.81966,62.098625
58.553127,16.088444
90.59749,129.36482
94.88704,119.369026
110.975586,102.15059
50.77258,57.14024
131.89455,124.7828
14.439363,63.00185
104.626976,86.332375
101.89626,134.283
108.558464,109.49705
51.02912,57.099487
60.19206,29.239082
46.997574,44.527878
141.97556,141.56476
44.917374,50.895977
58.283157,49.963924
126.208984,122.045525
68.62166,74.58203
54.781464,68.413376
149.48488,111.23396
142.02629,101.23538
120.10439,138.9152
138.21384,146.21652
135.88998,128.77092
87.13739,50.0876
53.019096,73.60712
116.89421,124.26827
128.27318,120.49689
127.77781,130.52243
27.72106,65.76485
43.381844,65.811386
143.23058,158.77376
137.5143,148.43246
136.6112,118.62483
129.5055,107.592476
130.7068,134.57643
99.82513,176.10649
137.1488,131.82487
140.51799,153.20421
66.32544,71.09453
89.52727,51.755005
52.08416,65.8703
78.88255,50.446724
124.56271,154.93849
107.83025,156.30838
146.4207,157.43843
40.10531,63.0676
48.577484,54.017845
43.78728,36.97174
42.316067,41.0672
43.056168,42.954315
40.468502,38.848713
37.728374,39.785553
39.78289,42.941715
61.292572,57.606304
59.289764,57.850292
42.203133,46.752853
59.17565,55.466457
51.243767,58.492947
57.864132,59.32864
54.69086,61.422474
63.22467,58.750576
48.76759,40.675156
48.95925,43.51123
43.33791,42.024414
45.547913,43.461475
63.274235,67.76357
34.5218,51.580994
70.4338,65.378716
71.98926,67.16868
70.04373,78.08134
81.133415,64.03099
75.04774,73.14203
43.99971,54.263084
74.04929,78.91106
40.59726,40.561428
59.978386,38.245636
70.682846,73.65261
37.346382,49.49292
44.750904,42.661423
54.56224,43.228775
44.596027,55.423588
47.07443,50.564884
86.90517,84.092964
91.10887,71.94765
43.735645,53.039818
51.7946,53.776382
85.32504,82.06976
89.71629,102.256096
54.35172,37.35627
34.378735,34.324345
88.90982,61.11107
56.059536,39.693474
65.06114,85.00278
49.500732,33.99942
50.17938,56.104366
95.971176,102.84744
81.43864,102.44641
90.582756,106.79978
59.699516,61.845577
49.484802,53.71769
105.18699,88.61746
55.320065,35.42988
104.47689,92.41831
38.52903,50.95179
84.24477,102.994125
96.435074,108.65548
95.32016,64.630165
106.888306,82.36365
57.01218,64.69606
103.327225,88.914635
81.30599,75.85138
43.677517,54.312496
55.885952,48.3847
47.622417,46.02376
87.02358,110.841156
48.93196,47.91132
51.899174,62.599743
102.54632,106.28425
100.8613,96.78473
102.83541,108.61424
79.75415,34.355137
149.15756,114.48023
68.17063,71.5595
34.40918,41.827953
87.50289,81.61889
118.50995,117.50497
72.04323,69.26052
34.201714,40.495846
83.38916,54.011906
135.02861,153.69359
55.592857,62.022476
72.2932,55.080067
126.564705,106.15628
86.45034,88.68043
45.279243,52.27258
142.86891,117.004074
133.69383,127.60459
141.37498,142.85146
136.59778,130.96097
130.37152,152.2786
77.877144,73.70968
50.46412,97.943565
117.56195,121.35474
116.9284,128.79924
149.85509,137.70758
45.33427,65.68602
36.390987,44.80039
148.76617,112.62729
152.05342,177.60075
146.27635,117.01917
160.23874,126.08399
149.20853,119.65761
114.576744,143.02203
142.70311,149.12982
143.79193,133.30136
41.890358,25.355413
58.491665,78.11835
44.7944,63.982193
80.297424,27.079033
110.99916,162.8217
124.15062,193.11583
180.00644,123.19689
36.1319,47.36901
51.389557,50.882004
44.013527,40.808453
43.877697,42.082287
39.07898,38.54864
41.728287,36.206524
48.925682,37.842136
38.402767,40.66246
62.942097,59.390686
59.55683,55.48976
42.128643,45.61314
64.81426,57.86709
58.15647,57.927486
61.7827,52.90235
48.61157,63.253674
59.287144,56.669914
58.592884,40.321045
47.027172,37.24484
40.130093,32.72605
47.07167,35.54522
58.84483,60.402405
41.200066,34.748734
72.649666,64.49131
59.498993,64.26038
70.48014,71.34049
72.43852,60.559933
81.51728,73.3322
41.878372,49.899563
72.39024,70.60534
52.86458,44.264442
46.29837,44.519745
86.311516,73.15631
31.936329,38.44188
52.229694,40.42535
46.53373,44.50476
51.18198,52.870407
49.53047,36.449112
80.282265,59.084503
84.90636,46.16172
52.364803,45.820187
42.967426,42.404568
80.729744,77.44595
85.49519,99.22794
57.270355,54.714386
54.920094,57.408985
75.21579,59.097794
45.329277,39.913013
49.951233,112.6434
59.61248,41.657192
41.04601,42.93776
102.65169,109.0918
96.37016,104.46844
78.739174,98.146805
36.59511,50.490685
43.96147,66.58206
102.51448,84.95263
48.04675,47.362972
108.901566,82.02224
27.384655,66.34359
110.934235,86.978424
83.19806,110.24876
95.00753,71.8541
114.57509,104.42884
42.93039,66.985664
103.64977,132.73033
58.36712,89.36889
49.909073,58.201805
80.17849,55.62631
40.085133,49.854313
107.99805,128.35687
68.14181,80.89391
49.65076,56.89132
91.66196,89.96566
113.78531,94.95999
115.7663,132.3485
34.68585,34.11779
135.07852,108.79893
39.11139,65.04506
62.14502,24.049839
94.67985,102.769295
112.50053,116.78712
51.636837,43.636734
78.923676,29.46479
61.283863,71.666435
111.35384,121.411964
50.217068,48.74786
74.94789,76.46079
124.63242,145.60234
95.433945,112.60359
46.539658,53.845005
129.01956,112.191925
162.90335,135.68365
136.24739,154.56976
117.02579,136.36296
157.68628,121.07227
84.43485,19.75397
-11.2577305,60.077423
97.472664,156.09401
154.1536,118.659744
125.17258,145.96217
54.91504,48.78471
51.84242,47.677666
165.92892,162.32425
141.92879,161.63281
107.274796,151.28894
148.1217,161.76543
161.59842,167.77785
139.3928,154.25851
168.382,167.85495
146.06825,158.60161
103.3495,108.54746
67.68683,17.64432
44.985775,69.9358
74.57524,54.749336
144.55038,142.67838
123.9443,136.86734
163.66609,169.13722
44.836624,75.848915
47.251194,50.261925
40.29258,38.51241
47.08258,38.68017
43.23138,42.379444
40.94659,44.040478
42.782406,41.33519
43.25732,40.502407
58.050583,55.496243
57.73307,59.29415
45.662144,48.773792
57.015133,50.15344
54.05533,56.442055
54.76314,47.706272
45.191833,58.64655
63.139614,49.904697
48.253765,47.816086
49.625816,44.845478
43.67075,49.428375
39.849586,47.185776
60.7033,62.211727
45.576218,42.24957
62.556236,63.73062
62.641556,74.78095
75.62689,70.10411
67.09136,68.786194
67.15175,66.32275
46.16098,47.47019
76.80905,68.43641
41.935745,48.406113
50.616013,49.91469
77.74416,70.223885
42.887005,43.897182
51.293034,51.06711
54.77569,43.60381
63.411278,48.78188
47.034756,53.74791
82.41681,71.6538
80.22289,62.671158
49.32437,51.677017
48.787697,44.561142
86.716484,92.18691
70.21995,91.59722
58.34712,52.942406
58.37718,42.411102
90.52814,61.10668
39.43203,48.80419
67.721664,87.94546
18.922985,53.927094
46.017406,59.468082
101.99751,101.82433
95.963745,97.11305
95.197014,93.87201
38.257423,48.279526
62.048805,39.82882
97.85648,92.248795
69.11037,61.51339
109.34467,94.33699
44.265705,64.16066
97.47902,97.04398
97.20474,96.04665
92.54978,87.16081
102.086555,104.637634
53.595848,60.60897
97.52461,105.62597
80.63722,81.20137
36.30811,52.595848
68.87637,61.368065
77.05601,72.57673
100.74174,111.06691
72.39651,54.83129
85.41897,49.254944
103.78406,126.404305
80.85806,120.7644
109.94467,106.238464
69.57924,53.142376
113.39514,92.420715
58.540527,83.71963
44.783394,61.360756
116.918594,113.25833
96.52347,124.99693
58.480507,69.99822
58.576073,73.429
56.294624,66.761116
113.692055,129.49667
49.072033,47.051167
70.08324,69.00999
132.18275,137.58951
72.240524,76.496086
52.321983,58.697533
138.07751,126.11596
113.0307,123.13071
113.85784,150.92616
134.457,125.99264
157.58115,114.559906
63.865047,72.14343
40.73487,67.11542
137.96724,137.9884
127.58248,111.49301
114.72042,147.60672
33.39445,64.29749
66.3176,54.564907
128.88972,136.41083
143.7162,137.22565
165.05385,146.9702
130.06633,112.42592
143.42561,141.98926
152.5164,126.64882
143.73503,121.74852
167.92062,150.00607
94.908806,88.74027
65.74608,104.84568
50.65765,81.766525
67.891396,61.78136
130.43927,112.587425
123.105804,168.04372
109.70972,128.02316
59.06386,99.439545
51.56518,48.13973
38.495747,35.68967
42.18102,42.679466
32.344757,46.865192
43.560158,39.311592
43.623928,35.235104
38.80588,37.210857
59.02751,58.339035
59.616604,56.78609
42.904346,43.78509
62.59995,58.49653
54.42518,55.994816
64.35133,58.57779
58.612827,61.50211
63.25301,51.927082
50.51759,47.143383
53.012436,34.09584
38.599377,40.017853
41.01918,44.519478
73.08799,72.227356
43.15783,38.507584
70.22186,70.10647
63.736782,61.931625
80.03139,62.667015
69.34734,65.094154
71.823494,87.90658
38.348232,52.555473
64.96131,75.18617
50.045876,50.5806
55.040123,48.08686
82.87907,77.93422
44.899895,35.99589
40.655544,32.78498
43.748684,51.917442
43.878685,50.742447
39.848072,39.269073
100.01631,62.212368
81.145294,44.935066
47.507847,62.348225
42.325165,49.91046
66.73742,89.73236
101.51377,97.61963
44.420605,45.768578
53.776756,37.95146
92.57601,53.35113
63.712,35.965935
52.9941,97.63479
56.903675,39.661503
24.286829,81.49296
96.30953,95.10911
71.032005,98.59735
82.01776,113.840324
45.89914,49.412056
34.615074,46.26763
114.918335,100.259125
36.087505,53.6799
100.52831,85.95862
35.533657,64.9372
114.932724,100.14853
76.51712,115.27246
75.800804,68.48177
116.11284,91.80672
38.495472,55.444416
96.91138,110.13366
47.10432,91.32432
63.087597,69.695755
55.12538,48.647152
34.305695,55.5682
116.527756,109.30762
47.613853,71.40848
49.195454,26.936508
88.44662,126.761505
104.97075,125.62529
97.79322,134.507
40.72737,36.924675
128.00253,106.51246
30.843782,57.906128
84.13221,68.750244
104.34589,123.33956
112.39664,119.469
59.811577,59.360645
58.62742,32.75967
18.75588,40.799835
146.08728,146.32343
46.58592,40.112617
56.868954,39.44054
123.88908,122.280945
72.305,101.613434
43.999996,80.59117
128.38577,102.9972
129.9679,127.93488
134.96393,129.23755
130.20576,123.25345
108.92263,131.74278
87.39138,40.479057
47.73377,90.42709
114.697205,138.29185
135.63188,111.3522
144.6155,114.66195
29.746252,48.35676
29.047218,48.757523
143.97606,172.13258
139.92473,150.73715
137.30313,134.14417
123.02623,126.31135
154.40932,164.46275
114.88174,136.55417
187.01225,164.41168
