discharge,voltage,temperature,time,capacity
0.17365269461077845,0.11080225665809959,0.1076670289960958,0.6685989068213944,0.907896016883389
0.17964071856287425,0.10625382521095936,0.17995254917298595,0.7554305267953515,0.9917669915174374
0.18562874251497005,0.13221763831681838,0.18907846413594584,0.69242516560865,0.9546889387557509
0.19161676646706588,0.18282538385332012,0.14069956310127643,0.6713836495501527,0.9357098976655398
0.19760479041916168,0.25065383507945,0.016607430861957803,0.6611146322635837,0.9170886403896663
0.20359281437125748,0.21754563936657273,0.028863498683621272,0.6412727833726353,0.9088324523540495
0.20958083832335328,0.2694625570174734,0.14763274276840194,0.6413607812428642,0.8996364620985529
0.2155688622754491,0.34304735312515144,0.07488818617329406,0.6307264057102822,0.8804217677352858
0.2215568862275449,0.31902415852730537,0.0743215822268236,0.60931841750868,0.8707208071710447
0.2275449101796407,0.38282887924360864,0.0,0.6001454749601501,0.8533416751593168
0.23353293413173654,0.314680649304844,0.16372184699853476,0.5889207339690716,0.8533487736292306
0.23952095808383234,0.36189067127032337,0.2597926908586307,0.5896514504610978,0.8442708692252786
0.24550898203592814,0.3759023508303585,0.2936282033167986,0.5784946571926005,0.8345051408494177
0.25149700598802394,0.3410037594468181,0.19244329381238626,0.5958302376276666,0.8438230615900145
0.25748502994011974,0.39926052168354964,0.12846490712217848,0.5787731314654764,0.8351259979087253
0.2634730538922156,0.4202682247811436,0.0864677139688031,0.557713793053515,0.8159042020186996
0.2694610778443114,0.4489021189731018,0.06582574512194024,0.5378374133527299,0.7985399203317054
0.2754491017964072,0.4427856102826187,0.10372100612531737,0.5263509065451479,0.7884205873617199
0.281437125748503,0.08384925104537029,0.7977333642377347,0.5975523225311306,0.889526273157239
0.2874251497005988,0.25487403753291077,0.5711111917942964,0.5979187946742353,0.8711882194557254
0.2934131736526946,0.30710506697416934,0.37861798546603453,0.5670783259017834,0.8433783000006357
0.2994011976047904,0.3092657045261167,0.3152265593703286,0.5470103559012598,0.8251958956936487
0.30538922155688625,0.37593972346936577,0.220936659701441,0.5376112922431548,0.8073636553951177
0.31137724550898205,0.3551514311964218,0.30667468502809087,0.52706380068371,0.7983073264247351
0.31736526946107785,0.3847023732594875,0.39228174107886815,0.5275505737126968,0.7890025454522921
0.32335329341317365,0.4342570047506833,0.3188885612801911,0.5180835623320105,0.7712518209402048
0.32934131736526945,0.4887369885408059,0.2844523286662032,0.508057374611389,0.7527728400992096
0.33532934131736525,0.49207473739946966,0.2813530193511339,0.49711110789318624,0.7435059430950862
0.3413173652694611,0.5099442706209873,0.3668900323206123,0.49864160249691153,0.7355646876516121
0.3473053892215569,0.520916010601934,0.42431346855504937,0.48746810077204195,0.7255416250986995
0.3532934131736527,0.5336738449121596,0.40919485782472553,0.4871027425260319,0.7154698929470131
0.3592814371257485,0.5601956559984724,0.3572424932873651,0.4678189560779238,0.6984639913031857
0.3652694610778443,0.6261901162658835,0.34117855448430556,0.46865437889655126,0.6801369087830365
0.3712574850299401,0.5765543572496604,0.4375833983914449,0.45791529703736783,0.6803040143018003
0.3772455089820359,0.6305797380541243,0.3577652160718573,0.4484995249228904,0.6612315953136564
0.38323353293413176,0.6408241107506633,0.4503152898056499,0.4487089375760866,0.652967590339505
0.38922155688622756,0.6272231379100222,0.46815972116509047,0.4386660413990993,0.643899936621408
0.39520958083832336,0.6734086642562201,0.4202721816812635,0.4276841299739683,0.6242170046442171
0.40119760479041916,0.6607513614786341,0.4483265126401201,0.4178317101996213,0.6157888060945594
0.40718562874251496,0.6788964147857044,0.4692971444809865,0.41797206123315095,0.6067861907464666
0.41317365269461076,0.6717120122142229,0.49340050895743864,0.4083468764654642,0.5980307538337141
0.41916167664670656,0.6703212470360477,0.5169036638508059,0.39693054517465365,0.5881413673562688
0.4251497005988024,0.7290990060376911,0.47521630434345447,0.39722572790390187,0.5691621708788248
0.4311377245508982,0.7178622755931403,0.5067015551385853,0.3877052494628231,0.5607927006779773
0.437125748502994,0.7090703162511284,0.5201449137373292,0.37776705961243057,0.5519199296602608
0.4431137724550898,0.7512262334818325,0.48218069626963733,0.36694220767720165,0.5323341502690838
0.4491017964071856,0.7506923571883053,0.503096026263007,0.3671850372431492,0.5242850225499757
0.4550898203592814,0.7472430296736764,0.44902200429159356,0.3666804418606982,0.522798424647507
0.46107784431137727,0.7015123068302691,0.5584391463218366,0.36577595742239766,0.5413971407134782
0.46706586826347307,0.7573544762577881,0.4430418447222731,0.3468040621599132,0.5048506749031677
0.47305389221556887,0.7789943261042205,0.4005172534097785,0.33707528496272343,0.4875790107062899
0.47904191616766467,0.7825996640785269,0.45795838446988285,0.3378405322645861,0.4785531183248726
0.48502994011976047,0.7599260400981591,0.6128444265922909,0.3362220397906318,0.47805335896165535
0.49101796407185627,0.7653209768747056,0.641671965260599,0.3275369841681805,0.4696317081298201
0.49700598802395207,0.770099081026992,0.6345006211967855,0.3265277934032786,0.45941221963261963
0.5029940119760479,0.7924713872649625,0.5683081729357408,0.30600758118360466,0.4407182712102016
0.5089820359281437,0.8190720721632498,0.4983107179088892,0.295931268093866,0.4225781875080051
0.5149700598802395,0.7959132064684736,0.6210066754960215,0.29666087068880037,0.4236519436625638
0.5209580838323353,0.821243994944585,0.6702934993471317,0.29640021876938866,0.4133222825031174
0.5269461077844312,0.8241806669541103,0.6854663322944652,0.2860966706729831,0.4042519575593188
0.5329341317365269,0.7689601062554259,0.6283668094870709,0.4285540836024323,0.559484800899061
0.5389221556886228,0.6944498020833139,0.7457184478339229,0.32353363802131757,0.48572877195679665
0.5449101796407185,0.7328928413975532,0.758456166066812,0.31387503634089264,0.45803693805660683
0.5508982035928144,0.7950931475573724,0.6787566870911623,0.30466756298252623,0.4304183128609115
0.5568862275449101,0.7792950143849006,0.6826308620933211,0.29401536509648,0.42088860501616265
0.562874251497006,0.8093492372858165,0.6530875233872355,0.28486135879850605,0.403322854376754
0.5688622754491018,0.8051295882107257,0.6902718888750367,0.2748351710778845,0.3944311225847344
0.5748502994011976,0.8176429592465645,0.6947771913418739,0.27464469467523767,0.385057883863297
0.5808383233532934,0.8122650263925115,0.7211333005429629,0.264984979097721,0.3762384891080476
0.5868263473053892,0.8482280752771679,0.6887570086161948,0.25454219386487753,0.35743305616899307
0.592814371257485,0.857749737796435,0.7085227851683306,0.255377616683505,0.3486883895582741
0.5988023952095808,0.8571178857967349,0.7214538932845517,0.244812302770596,0.3391024984332368
0.6047904191616766,0.8595415673521357,0.7244538595771319,0.23409215716196843,0.3299570293503866
0.6107784431137725,0.8165100636929946,0.7628774998684624,0.24451712004134776,0.3487502737577897
0.6167664670658682,0.794875802563506,0.8762528932048271,0.2535508254534397,0.3666546782273525
0.6227544910179641,0.8160088803780898,0.8760106384573436,0.2335697394260599,0.33978245095932946
0.6287425149700598,0.8442014612306843,0.8333484065110025,0.2230222478666085,0.3203701655760674
0.6347305389221557,0.8467376058742611,0.791688427898151,0.19157136348801254,0.2925105397449308
0.6407185628742516,0.8779279244698601,0.7942250460915299,0.21263181579706567,0.2929410568178633
0.6467065868263473,0.8474162588592447,0.8931266139185579,0.203633755091902,0.29448322090155893
0.6526946107784432,0.8580309521381428,0.9305895510616209,0.2032862191993536,0.2839714084286854
0.6586826347305389,0.8933954330493529,0.8339867670346032,0.1935563281050716,0.26574541449187444
0.6646706586826348,0.8943152086380799,0.8119902360883645,0.18253877197301233,0.2565623134145989
0.6706586826347305,0.8762234807893051,0.9073399543231444,0.1825220635166399,0.2564752500845917
0.6766467065868264,0.8921328593554093,0.951309711033072,0.182591125136313,0.24710672690892346
0.6826347305389222,0.8962135611463796,0.9192954063355142,0.17241010571997295,0.2380658837452207
0.688622754491018,0.8968136632682275,0.8854832415808178,0.16207091291663908,0.22841571034540503
0.6946107784431138,0.899874219101061,0.8594199443455283,0.1522028985830114,0.21959410037296842
0.7005988023952096,0.8849329748201282,0.9425778911867854,0.1514554736346129,0.21989208586760178
0.7065868263473054,0.903063293894013,0.9962366584688749,0.15248137285588723,0.2111396880713426
0.7125748502994012,0.8430765758053164,0.9223894373149472,0.17103444281196623,0.2564684990721831
0.718562874251497,0.8334488346155793,0.9758649410372633,0.18151287275173797,0.26501449364724694
0.7245508982035929,0.8856683871359113,0.8826373281076934,0.1616710238607895,0.22828511153164557
0.7305389221556886,0.9064187620437161,0.8185632648560752,0.1521505454197107,0.21005590661825965
0.7365269461077845,0.9060758181135741,0.825928028057628,0.14022850484935087,0.19990207364196655
0.7425149700598802,0.9119326311841842,0.8377981482270588,0.14182917496984102,0.1919887539201474
0.7485029940119761,0.908214517454209,0.8327288214377055,0.12023071036559208,0.1824708237677641
0.7544910179640718,0.9144122593170272,0.8365337857065499,0.1212922542937947,0.17358556722793198
0.7604790419161677,0.927664997548817,0.807536371725699,0.12108284164059196,0.1634067686799785
0.7664670658682635,0.9348017138294058,0.7910897178593986,0.11044846610800989,0.15426803011780496
0.7724550898203593,0.927706142448462,0.816613857670719,0.10071968891082012,0.14596693549763792
0.7784431137724551,0.9221886527418299,0.8441614913800973,0.1011195779666697,0.1459594739825875
0.7844311377245509,0.9351722981430638,0.8250656715431977,0.10078986442758493,0.13581414586250576
0.7904191616766467,0.9090422994687579,0.9089322958632968,0.11046628846147402,0.1545414788474005
0.7964071856287425,0.902047230303126,0.9447952039691301,0.12115301715735678,0.1733795119498329
0.8023952095808383,0.9309115869367142,0.9211262614451946,0.1105186416247747,0.14480215824558543
0.8083832335329342,0.9234372166948122,0.9216594916594127,0.10084221759088562,0.1358972410435459
0.8143712574850299,0.9545741285221954,0.8393991695276659,0.0901900197048394,0.11751392514439564
0.8203592814371258,0.941916523527152,0.9463162610634654,0.09083385222372828,0.11807567489408796
0.8263473053892215,0.9306001213408207,1.0,0.09105997333330343,0.11818501701262756
0.8323353293413174,0.9382611200931235,0.9525481615344213,0.08075642523689786,0.10871472999107289
0.8383233532934131,0.9414412964810619,0.8943168682074766,0.06973886910483858,0.09970684010893903
0.844311377245509,0.9534863523367485,0.8746516125717728,0.07033146235751851,0.09057240083371126
0.8502994011976048,0.9475004616398534,0.9561987017768715,0.07029693154768196,0.0904373369754898
0.8562874251497006,0.9576759006858719,0.9389323133837342,0.06121087297228934,0.08181247573074966
0.8622754491017964,0.963159680767561,0.8892716038020742,0.061125102896243844,0.07238907292872301
0.8682634730538922,0.9743268072480795,0.8378994583751878,0.04995048727428252,0.06277009929008631
0.874251497005988,0.9881570213755502,0.8195995013477755,0.04989813411098184,0.05398023351084653
0.8802395209580839,0.9814680668373962,0.9153295767501106,0.051272683121896825,0.0545026703951277
0.8862275449101796,0.9660628653571,0.9161558121042612,0.039925413450752775,0.05419793765951935
0.8922155688622755,0.9546326633617224,0.7839374991192112,0.050994208849021005,0.06400292880242889
0.8982035928143712,0.8960322703459774,0.8894083672037082,0.08026965220791102,0.1277059714370454
0.9041916167664671,0.9345951900646942,0.889274291226846,0.060044622717485355,0.0915201594446694
0.9101796407185628,0.9593477685171763,0.840519087153261,0.05066449530993622,0.07306429618035387
0.9161676646706587,0.9701497222999683,0.8362803364907345,0.05087279406604723,0.06365445326106525
0.9221556886227545,0.9716349464310213,0.8362448655046056,0.04161296754438014,0.05479694600045147
0.9281437125748503,0.9849632300573308,0.8290149331511408,0.04137013797843259,0.04573113187757317
0.9341317365269461,0.9707590467568423,0.850052306028906,0.030021754410196812,0.04525125148914672
0.9401197604790419,0.9835152119811122,0.8336872705830922,0.030179927797190594,0.03575083462135269
0.9461077844311377,0.9919096450472373,0.8267117503523791,0.02025844640317049,0.027380388336088468
0.9520958083832335,0.9805253745381725,0.8620848437455862,0.021164044738562787,0.027950541878482765
0.9580838323353293,0.9659919942841844,0.8971486570911229,0.011068795398268225,0.028043133671826478
0.9640718562874252,0.9849043807051174,0.8833983033443705,0.010181019416340063,0.018337290974299012
0.9700598802395209,0.9752782220631787,0.8936418235679948,0.010633261635490348,0.018664907158740363
0.9760479041916168,0.9864690418183708,0.8721342963279026,0.001008076867810207,0.010563660893635985
0.9820359281437125,1.0,0.8717723160090819,0.001008076867810207,0.0009680785527475457
0.9880239520958084,0.9951794728899371,0.8940827434760038,0.0,0.0
0.9940119760479041,0.9379363452712809,0.8895001875153935,0.01061655317911794,0.03789370764922534
1.0,0.9248930955685005,0.8905904103492579,0.031083298338399432,0.0661238995925631
