discharge,charge_to_4.2v_time,CC_ratio,discharge_to_min_voltage_time,ic_max,discharge_time,capacity,soh
79,2360.44,0.228,2831.969,14389.6,3103.828,1.5747301747801037,84.82309964083233
80,2396.11,0.226,2813.594,14128.31,3095.094,1.5649019950937946,84.29370312695895
81,2335.06,0.224,2804.281,14145.82,3095.781,1.5597659473370362,84.01704907053151
82,2301.52,0.2226666666666666,2803.453,14080.22,3094.328,1.5594815668184234,84.00173086716403
83,2290.66,0.2213333333333333,2795.047,14008.47,3086.531,1.55468935359061,83.74359751414073
84,2296.52,0.22,2784.719,13854.83,3085.625,1.5488741079890418,83.43035835418966
85,2281.42,0.2193333333333333,2766.078,13557.62,3067.203,1.538236598942558,82.85736718133292
86,2259.75,0.2186666666666667,2747.75,13309.11,3058.157,1.527914258251028,82.30135260370756
87,2222.56,0.218,2748.109,13358.39,3058.812,1.5285252629756445,82.33426447360578
88,2193.62,0.2166666666666667,2738.234,13457.33,3058.578,1.522647325284378,82.01764839394087
89,2203.61,0.216,2728.906,13495.51,3049.328,1.5174859938489869,81.73963242800902
90,2188.55,0.2146666666666667,2886.625,14369.47,3177.219,1.605818899130659,86.49769888680268
91,2266.84,0.214,2811.422,14713.49,3082.937,1.5638491446744425,84.23699116610504
92,2328.41,0.2126666666666666,2783.719,14234.59,3074.266,1.5480915247767786,83.38820438085877
93,2280.23,0.2113333333333333,2755.687,13846.47,3066.0,1.5323755631868592,82.54166152720488
94,2231.47,0.2093333333333333,2745.984,13618.01,3056.437,1.5269528268489705,82.24956494324317
95,2210.81,0.2086666666666667,2728.125,13387.1,3048.219,1.5169573017136326,81.71115433925789
96,2178.44,0.2073333333333333,2718.797,13311.19,3039.218,1.511897596014269,81.43861246029738
97,2165.89,0.2073333333333334,2708.922,13214.5,3039.047,1.5065638960681105,81.1513118362076
98,2146.17,0.2066666666666667,2700.422,13137.17,3030.375,1.5015453526671363,80.88098717121403
99,2130.58,0.2066666666666667,2681.141,13118.34,3021.0,1.4908444050400238,80.30457886878683
100,2103.28,0.2053333333333333,2672.343,12810.83,3021.75,1.485868384561201,80.03654470798278
101,2087.61,0.2033333333333333,2662.828,12734.75,3012.265,1.480413677976106,79.74272604140161
102,2070.48,0.2026666666666667,2653.047,12629.33,3002.641,1.4752095869031632,79.46240682056631
103,2053.66,0.2013333333333333,2672.11,12785.24,3012.0,1.4859035988304024,80.03844153038008
104,2052.56,0.2,2690.329,13151.2,3020.11,1.4960918298136696,80.58723226653154
105,2118.17,0.198,2662.952999999994,12784.99,3002.172000000006,1.4808005946928984,79.76356737393388
106,2071.06,0.1973333333333333,2643.344,12626.29,2992.703,1.4697543268466824,79.168558341158
107,2039.38,0.196,2615.297,13103.33,2964.468,1.4539012274845928,78.31462853887025
108,2017.8,0.1946666666666667,2614.86,12231.8,2983.375,1.454146206723569,78.32782438583529
109,1995.81,0.1933333333333333,2616.5,12217.33,2975.297,1.455023751906683,78.37509350133121
110,2000.83,0.192,2606.5,12169.47,2974.9850000000006,1.449042163761236,78.05289427291893
111,1985.16,0.1913333333333333,2587.782,13356.21,2966.25,1.4386709371480566,77.49424644709048
112,1944.28,0.19,2577.828,11830.77,2956.359,1.433445432156979,77.21277376203588
113,1934.17,0.1893333333333333,2577.938,11818.42,2956.344,1.4333958900838095,77.21010517012333
114,1934.7,0.188,2568.594,11819.4,2956.406,1.42806487344776,76.92294908297353
115,1926.95,0.1873333333333333,2559.688,11684.18,2947.266,1.4229203181741186,76.64583676775116
116,1907.3,0.1866666666666666,2550.109,11564.1,2937.984,1.417429032731308,76.35004777498811
117,1884.78,0.1853333333333333,2540.766,11461.41,2929.125,1.412409228794446,76.07965521102183
2,3204.41,0.3106666666666667,3328.828,19339.86,3672.344,1.846327249719927,99.45272071416714
3,3195.08,0.3113333333333334,3309.422,19285.2,3651.641,1.835349194223408,98.86138595081704
4,3194.03,0.312,3309.719,19278.51,3631.563,1.8352625275821128,98.85671763794171
5,3195.16,0.3120000000000001,3307.688,19181.96,3629.172,1.8346455082120416,98.82348178817772
6,3208.74,0.3126666666666667,3309.25,19236.56,3652.281,1.8356616600675493,98.87821697485944
7,3208.73,0.312,3308.422,19422.97,3650.828,1.8351461429226603,98.85044855913476
8,3192.55,0.3126666666666667,3291.484,19299.16,3572.453,1.8257567905665533,98.34468955151549
9,3187.47,0.3133333333333334,3289.891,19199.14,3550.594,1.8247738529891333,98.29174345738105
10,3185.36,0.3140000000000001,3290.188,19184.86,3551.25,1.824613268496936,98.2830935473199
11,3188.39,0.3146666666666667,3290.234,19105.78,3530.25,1.8246195526864504,98.28343204622075
12,3175.265,0.3146666666666667,3271.016,19134.11,3491.016,1.814201935767392,97.7222853989428
13,3162.14,0.3153333333333334,3270.813,19026.86,3470.281,1.8137521577549047,97.69805803238792
14,3159.39,0.3166666666666667,3270.312,19010.45,3470.0,1.8134404914735824,97.68127007692816
15,3161.75,0.3166666666666667,3251.063,19011.12,3450.297,1.8025980036306504,97.09723768751648
16,3138.05,0.3173333333333334,3249.985,18814.18,3429.407,1.80210690024615,97.07078432300706
17,3129.22,0.3160000000000001,3250.438,18827.02,3409.484,1.802579500826209,97.09624103091468
18,3130.8,0.316,3251.094,18785.19,3390.422,1.8030683142834096,97.12257104811376
19,3138.97,0.316,3250.766,18781.17,3390.281,1.802777624719604,97.1069130069902
20,3110.17,0.3153333333333333,3330.046,20112.17,3591.734,1.8470259949329195,99.49035873989015
21,3265.03,0.314,3331.172,20049.87,3552.297,1.847417311283644,99.5114370594272
22,3269.88,0.3153333333333334,3311.344,19979.46,3531.578,1.8361774213478947,98.90599854098058
23,3239.11,0.314,3292.532,19800.83,3492.907,1.825780747577624,98.34597999985364
24,3212.84,0.3126666666666667,3291.172,19729.9,3511.594,1.8251136435078368,98.31004632950896
25,3204.14,0.312,3292.1870000000054,19604.0,3431.9370000000054,1.825581504220376,98.33524772367372
26,3206.19,0.312,3271.344,19512.55,3431.125,1.814031127508391,97.71308478400267
27,3171.23,0.3126666666666667,3272.672,19386.87,3412.406,1.8147691941158937,97.75284086310276
28,3171.64,0.312,3270.922,19316.14,3410.688,1.813969388710352,97.70975921350076
29,3161.75,0.3113333333333334,3250.922,19270.62,3410.718,1.802765665167823,97.1062688037682
30,3139.12,0.31,3253.234,19153.23,3392.719,1.804077040117352,97.17690623092356
31,3139.84,0.308,3326.578,21733.78,3470.672,1.8518025516704488,99.74764875349146
32,3165.89,0.3086666666666667,3289.187,20956.32,3414.109,1.8307038456739428,98.61116348782735
33,3191.94,0.3066666666666667,3270.172,20498.86,3395.219,1.8199041089501269,98.02943389447216
34,3152.58,0.304,3251.391,20481.69,3386.0,1.809307963702852,97.45867078945712
35,3118.19,0.3033333333333333,3243.015,20128.42,3368.187,1.80460990458052,97.20560906279802
36,3086.38,0.3033333333333333,3233.172,20231.77,3368.266,1.7993770651972192,96.92374130950104
37,3071.69,0.302,3213.969,19642.64,3358.719,1.7884432335370462,96.33478867036308
38,3057.22,0.3006666666666667,3204.25,19468.66,3339.5,1.7829230484252725,96.03744299218224
39,3025.86,0.2993333333333334,3186.406,19157.6,3331.265,1.7730337158018288,95.5047524653008
40,3003.52,0.298,3185.766,19085.95,3321.188,1.773037755078937,95.50497004162602
41,2971.08,0.2946666666666667,3176.766,19687.71,3321.844,1.7678721106662054,95.22672175646096
42,2975.64,0.2933333333333334,3166.922,18903.51,3311.828,1.762315070409309,94.92739086983164
43,2967.08,0.2946666666666667,3187.984,18452.11,3327.391,1.7676172924938447,95.21299593373234
44,2948.16,0.294,3167.671,18992.88,3312.078,1.762668359743147,94.94642085785507
45,2970.52,0.2946666666666667,3148.359,18579.74,3293.172,1.7517304870664143,94.35725054869609
46,2939.55,0.2933333333333333,3130.281,18342.28,3275.328,1.7418496047960008,93.82501520146928
47,2905.56,0.2926666666666667,3120.219,18366.82,3265.016,1.7360913511847138,93.5148459244402
48,2877.38,0.2926666666666667,3223.297,20978.23,3328.937,1.7936240148573608,96.61385230754256
49,2895.45,0.2926666666666667,3204.657,20381.3,3329.266,1.7831890223273277,96.05176972012408
50,3124.0,0.2913333333333334,3176.516,19956.95,3301.579,1.7673642076278957,95.1993634758384
51,3049.61,0.2893333333333334,3158.156,19803.16,3283.563,1.7570177850353066,94.64205172265513
52,2990.62,0.2873333333333334,3139.781,19041.97,3275.125,1.7468706179837907,94.09547290193552
53,2952.73,0.2866666666666667,3130.359,18836.21,3265.656,1.7417172507457144,93.81788592880078
54,2914.62,0.2853333333333334,3120.796,19069.96,3266.093,1.7364225056478186,93.53268361401416
55,2901.45,0.2853333333333334,3102.782,18388.27,3257.594,1.7263217239235826,92.988603346571
56,2877.52,0.2853333333333334,3083.984,18284.52,3248.593,1.7158065389330133,92.42220117908766
57,2845.38,0.2820000000000001,3074.25,17807.48,3238.766,1.710533351135192,92.13816005181208
58,2814.03,0.2773333333333334,3065.812,18114.95,3240.14,1.706014499648521,91.89475137389712
59,2792.12,0.2746666666666667,3055.89,17465.08,3230.109,1.7003110272642588,91.587532896664
60,2784.38,0.2713333333333333,3045.9060000000027,17167.44,3229.7810000000027,1.6945798601797897,91.27882263985312
61,2761.16,0.2693333333333333,3028.437,17002.85,3212.469,1.6849029086609286,90.75757205607074
62,2744.03,0.266,3009.75,16838.26,3213.219,1.6744741591159715,90.19582574806932
63,2710.59,0.2633333333333333,3009.891,16960.57,3203.578,1.6745692479879102,90.2009477257823
64,2675.12,0.262,2991.297,16349.42,3195.125,1.663716375981405,89.6163559916933
65,2680.41,0.26,2982.0939999999973,16624.67,3195.312999999994,1.659013868748246,89.3630546668135
66,2663.58,0.258,2972.969,16284.43,3186.297,1.6538540573335014,89.08512057704355
67,2625.19,0.2553333333333334,2953.235,16132.65,3176.438,1.642653782130131,88.48181591266643
68,2607.8,0.2526666666666667,2944.437,15942.23,3167.593,1.6378578430223698,88.22348186450748
69,2574.98,0.2506666666666667,2935.125,15826.35,3167.719,1.6327350407099108,87.94754127611387
70,2559.66,0.2466666666666667,2926.391000000004,15558.84,3159.077999999994,1.6277528915533617,87.67917699307695
71,2537.84,0.244,2916.141,15367.65,3148.829,1.622125485521159,87.37605584239753
72,2518.12,0.242,2896.813,15337.26,3149.094,1.6113256603765849,86.79432148624366
73,2500.08,0.2406666666666667,2888.188,15108.25,3140.547,1.6065631397488385,86.53778753000239
74,2466.86,0.238,2879.344,15045.98,3131.625,1.6015142233917594,86.26582682073705
75,2451.44,0.236,2859.735,14851.4,3121.907,1.590369231400328,85.66549999565574
76,2433.05,0.234,2850.703,14668.59,3122.125,1.5857889968242211,85.4187849075412
77,2395.97,0.232,2849.829,14398.03,3121.672,1.5849430707374117,85.37321895986369
78,2375.34,0.23,2868.672,14883.58,3120.86,1.5955263892495937,85.94329115068511
79,2360.44,0.228,2831.969,14389.6,3103.828,1.5747301747801037,84.82309964083233
80,2396.11,0.226,2813.594,14128.31,3095.094,1.5649019950937946,84.29370312695895
81,2335.06,0.224,2804.281,14145.82,3095.781,1.5597659473370362,84.01704907053151
82,2301.52,0.2226666666666666,2803.453,14080.22,3094.328,1.5594815668184234,84.00173086716403
83,2290.66,0.2213333333333333,2795.047,14008.47,3086.531,1.55468935359061,83.74359751414073
84,2296.52,0.22,2784.719,13854.83,3085.625,1.5488741079890418,83.43035835418966
85,2281.42,0.2193333333333333,2766.078,13557.62,3067.203,1.538236598942558,82.85736718133292
86,2259.75,0.2186666666666667,2747.75,13309.11,3058.157,1.527914258251028,82.30135260370756
87,2222.56,0.218,2748.109,13358.39,3058.812,1.5285252629756445,82.33426447360578
88,2193.62,0.2166666666666667,2738.234,13457.33,3058.578,1.522647325284378,82.01764839394087
89,2203.61,0.216,2728.906,13495.51,3049.328,1.5174859938489869,81.73963242800902
90,2188.55,0.2146666666666667,2886.625,14369.47,3177.219,1.605818899130659,86.49769888680268
91,2266.84,0.214,2811.422,14713.49,3082.937,1.5638491446744425,84.23699116610504
92,2328.41,0.2126666666666666,2783.719,14234.59,3074.266,1.5480915247767786,83.38820438085877
93,2280.23,0.2113333333333333,2755.687,13846.47,3066.0,1.5323755631868592,82.54166152720488
94,2231.47,0.2093333333333333,2745.984,13618.01,3056.437,1.5269528268489705,82.24956494324317
95,2210.81,0.2086666666666667,2728.125,13387.1,3048.219,1.5169573017136326,81.71115433925789
96,2178.44,0.2073333333333333,2718.797,13311.19,3039.218,1.511897596014269,81.43861246029738
97,2165.89,0.2073333333333334,2708.922,13214.5,3039.047,1.5065638960681105,81.1513118362076
98,2146.17,0.2066666666666667,2700.422,13137.17,3030.375,1.5015453526671363,80.88098717121403
99,2130.58,0.2066666666666667,2681.141,13118.34,3021.0,1.4908444050400238,80.30457886878683
100,2103.28,0.2053333333333333,2672.343,12810.83,3021.75,1.485868384561201,80.03654470798278
101,2087.61,0.2033333333333333,2662.828,12734.75,3012.265,1.480413677976106,79.74272604140161
102,2070.48,0.2026666666666667,2653.047,12629.33,3002.641,1.4752095869031632,79.46240682056631
103,2053.66,0.2013333333333333,2672.11,12785.24,3012.0,1.4859035988304024,80.03844153038008
104,2052.56,0.2,2690.329,13151.2,3020.11,1.4960918298136696,80.58723226653154
105,2118.17,0.198,2662.952999999994,12784.99,3002.172000000006,1.4808005946928984,79.76356737393388
106,2071.06,0.1973333333333333,2643.344,12626.29,2992.703,1.4697543268466824,79.168558341158
107,2039.38,0.196,2615.297,13103.33,2964.468,1.4539012274845928,78.31462853887025
108,2017.8,0.1946666666666667,2614.86,12231.8,2983.375,1.454146206723569,78.32782438583529
109,1995.81,0.1933333333333333,2616.5,12217.33,2975.297,1.455023751906683,78.37509350133121
110,2000.83,0.192,2606.5,12169.47,2974.9850000000006,1.449042163761236,78.05289427291893
111,1985.16,0.1913333333333333,2587.782,13356.21,2966.25,1.4386709371480566,77.49424644709048
112,1944.28,0.19,2577.828,11830.77,2956.359,1.433445432156979,77.21277376203588
113,1934.17,0.1893333333333333,2577.938,11818.42,2956.344,1.4333958900838095,77.21010517012333
114,1934.7,0.188,2568.594,11819.4,2956.406,1.42806487344776,76.92294908297353
115,1926.95,0.1873333333333333,2559.688,11684.18,2947.266,1.4229203181741186,76.64583676775116
116,1907.3,0.1866666666666666,2550.109,11564.1,2937.984,1.417429032731308,76.35004777498811
117,1884.78,0.1853333333333333,2540.766,11461.41,2929.125,1.412409228794446,76.07965521102183
118,1868.45,0.184,2540.797,11452.17,2928.454,1.412578792940193,76.08878881159706
3,3195.08,0.3113333333333334,3309.422,19285.2,3651.641,1.835349194223408,98.86138595081704
4,3194.03,0.312,3309.719,19278.51,3631.563,1.8352625275821128,98.85671763794171
5,3195.16,0.3120000000000001,3307.688,19181.96,3629.172,1.8346455082120416,98.82348178817772
6,3208.74,0.3126666666666667,3309.25,19236.56,3652.281,1.8356616600675493,98.87821697485944
7,3208.73,0.312,3308.422,19422.97,3650.828,1.8351461429226603,98.85044855913476
8,3192.55,0.3126666666666667,3291.484,19299.16,3572.453,1.8257567905665533,98.34468955151549
9,3187.47,0.3133333333333334,3289.891,19199.14,3550.594,1.8247738529891333,98.29174345738105
10,3185.36,0.3140000000000001,3290.188,19184.86,3551.25,1.824613268496936,98.2830935473199
11,3188.39,0.3146666666666667,3290.234,19105.78,3530.25,1.8246195526864504,98.28343204622075
12,3175.265,0.3146666666666667,3271.016,19134.11,3491.016,1.814201935767392,97.7222853989428
13,3162.14,0.3153333333333334,3270.813,19026.86,3470.281,1.8137521577549047,97.69805803238792
14,3159.39,0.3166666666666667,3270.312,19010.45,3470.0,1.8134404914735824,97.68127007692816
15,3161.75,0.3166666666666667,3251.063,19011.12,3450.297,1.8025980036306504,97.09723768751648
16,3138.05,0.3173333333333334,3249.985,18814.18,3429.407,1.80210690024615,97.07078432300706
17,3129.22,0.3160000000000001,3250.438,18827.02,3409.484,1.802579500826209,97.09624103091468
18,3130.8,0.316,3251.094,18785.19,3390.422,1.8030683142834096,97.12257104811376
19,3138.97,0.316,3250.766,18781.17,3390.281,1.802777624719604,97.1069130069902
20,3110.17,0.3153333333333333,3330.046,20112.17,3591.734,1.8470259949329195,99.49035873989015
21,3265.03,0.314,3331.172,20049.87,3552.297,1.847417311283644,99.5114370594272
22,3269.88,0.3153333333333334,3311.344,19979.46,3531.578,1.8361774213478947,98.90599854098058
23,3239.11,0.314,3292.532,19800.83,3492.907,1.825780747577624,98.34597999985364
24,3212.84,0.3126666666666667,3291.172,19729.9,3511.594,1.8251136435078368,98.31004632950896
25,3204.14,0.312,3292.1870000000054,19604.0,3431.9370000000054,1.825581504220376,98.33524772367372
26,3206.19,0.312,3271.344,19512.55,3431.125,1.814031127508391,97.71308478400267
27,3171.23,0.3126666666666667,3272.672,19386.87,3412.406,1.8147691941158937,97.75284086310276
28,3171.64,0.312,3270.922,19316.14,3410.688,1.813969388710352,97.70975921350076
29,3161.75,0.3113333333333334,3250.922,19270.62,3410.718,1.802765665167823,97.1062688037682
30,3139.12,0.31,3253.234,19153.23,3392.719,1.804077040117352,97.17690623092356
31,3139.84,0.308,3326.578,21733.78,3470.672,1.8518025516704488,99.74764875349146
32,3165.89,0.3086666666666667,3289.187,20956.32,3414.109,1.8307038456739428,98.61116348782735
33,3191.94,0.3066666666666667,3270.172,20498.86,3395.219,1.8199041089501269,98.02943389447216
34,3152.58,0.304,3251.391,20481.69,3386.0,1.809307963702852,97.45867078945712
35,3118.19,0.3033333333333333,3243.015,20128.42,3368.187,1.80460990458052,97.20560906279802
36,3086.38,0.3033333333333333,3233.172,20231.77,3368.266,1.7993770651972192,96.92374130950104
37,3071.69,0.302,3213.969,19642.64,3358.719,1.7884432335370462,96.33478867036308
38,3057.22,0.3006666666666667,3204.25,19468.66,3339.5,1.7829230484252725,96.03744299218224
39,3025.86,0.2993333333333334,3186.406,19157.6,3331.265,1.7730337158018288,95.5047524653008
40,3003.52,0.298,3185.766,19085.95,3321.188,1.773037755078937,95.50497004162602
41,2971.08,0.2946666666666667,3176.766,19687.71,3321.844,1.7678721106662054,95.22672175646096
42,2975.64,0.2933333333333334,3166.922,18903.51,3311.828,1.762315070409309,94.92739086983164
43,2967.08,0.2946666666666667,3187.984,18452.11,3327.391,1.7676172924938447,95.21299593373234
44,2948.16,0.294,3167.671,18992.88,3312.078,1.762668359743147,94.94642085785507
45,2970.52,0.2946666666666667,3148.359,18579.74,3293.172,1.7517304870664143,94.35725054869609
46,2939.55,0.2933333333333333,3130.281,18342.28,3275.328,1.7418496047960008,93.82501520146928
47,2905.56,0.2926666666666667,3120.219,18366.82,3265.016,1.7360913511847138,93.5148459244402
48,2877.38,0.2926666666666667,3223.297,20978.23,3328.937,1.7936240148573608,96.61385230754256
49,2895.45,0.2926666666666667,3204.657,20381.3,3329.266,1.7831890223273277,96.05176972012408
50,3124.0,0.2913333333333334,3176.516,19956.95,3301.579,1.7673642076278957,95.1993634758384
51,3049.61,0.2893333333333334,3158.156,19803.16,3283.563,1.7570177850353066,94.64205172265513
52,2990.62,0.2873333333333334,3139.781,19041.97,3275.125,1.7468706179837907,94.09547290193552
53,2952.73,0.2866666666666667,3130.359,18836.21,3265.656,1.7417172507457144,93.81788592880078
54,2914.62,0.2853333333333334,3120.796,19069.96,3266.093,1.7364225056478186,93.53268361401416
55,2901.45,0.2853333333333334,3102.782,18388.27,3257.594,1.7263217239235826,92.988603346571
56,2877.52,0.2853333333333334,3083.984,18284.52,3248.593,1.7158065389330133,92.42220117908766
57,2845.38,0.2820000000000001,3074.25,17807.48,3238.766,1.710533351135192,92.13816005181208
58,2814.03,0.2773333333333334,3065.812,18114.95,3240.14,1.706014499648521,91.89475137389712
59,2792.12,0.2746666666666667,3055.89,17465.08,3230.109,1.7003110272642588,91.587532896664
60,2784.38,0.2713333333333333,3045.9060000000027,17167.44,3229.7810000000027,1.6945798601797897,91.27882263985312
61,2761.16,0.2693333333333333,3028.437,17002.85,3212.469,1.6849029086609286,90.75757205607074
62,2744.03,0.266,3009.75,16838.26,3213.219,1.6744741591159715,90.19582574806932
63,2710.59,0.2633333333333333,3009.891,16960.57,3203.578,1.6745692479879102,90.2009477257823
64,2675.12,0.262,2991.297,16349.42,3195.125,1.663716375981405,89.6163559916933
65,2680.41,0.26,2982.0939999999973,16624.67,3195.312999999994,1.659013868748246,89.3630546668135
66,2663.58,0.258,2972.969,16284.43,3186.297,1.6538540573335014,89.08512057704355
67,2625.19,0.2553333333333334,2953.235,16132.65,3176.438,1.642653782130131,88.48181591266643
68,2607.8,0.2526666666666667,2944.437,15942.23,3167.593,1.6378578430223698,88.22348186450748
