voltage,current,temperature,current_load,voltage_load,time
3.4800140855711836,-2.0098192755734114,33.60273989715491,-1.999,2.586,2304.672
3.4778994621973762,-2.0088221320454434,33.64492205075891,-1.999,2.584,2323.75
3.4757777158436904,-2.0118269281447874,33.68987940356671,-1.999,2.582,2342.813
3.474036756634613,-2.0113445101315204,33.75578648189754,-1.999,2.58,2361.719
3.4722347358248866,-2.0081286680372954,33.8087801178033,-1.999,2.578,2380.86
3.470052916118459,-2.008494554335911,33.85637934175574,-1.999,2.576,2399.953
3.4681216706250804,-2.0113871167931854,33.90746439225528,-1.999,2.574,2418.953
3.4660574795479704,-2.012523738388009,33.96415158909968,-1.999,2.572,2437.907
3.463975879766295,-2.0098048211439474,34.02498715841405,-1.999,2.57,2456.938
3.462029134222308,-2.009523381782713,34.08119541227815,-1.999,2.568,2476.047
3.459861601021508,-2.008335555599378,34.14264140443489,-1.999,2.566,2495.11
3.457771023069991,-2.0109512557937927,34.195322807857075,-1.999,2.564,2514.235
3.45552634729956,-2.011190876787981,34.26268105735705,-1.999,2.562,2533.297
3.45335739236071,-2.0105807173771555,34.32890854256297,-1.999,2.559,2552.407
3.4511997615633643,-2.010796516564507,34.3844291384125,-1.999,2.557,2571.407
3.448826604209739,-2.009663460848754,34.44175380274741,-1.999,2.554,2590.532
3.446473494988684,-2.0104063476955587,34.50943608945717,-1.999,2.552,2609.75
3.443832036375336,-2.0118575093141478,34.569188416992446,-1.999,2.55,2629.047
3.441407117055778,-2.0124462034624475,34.62923070613742,-1.999,2.548,2648.328
3.4389650704133365,-2.012432103579149,34.695311674542786,-1.999,2.545,2667.594
3.436346610414783,-2.008407806614625,34.75696926831742,-1.999,2.542,2686.719
3.433608077034899,-2.005379443135883,34.827913926892435,-1.9992,2.539,2706.032
3.430737583352202,-2.0113977031815917,34.890567390826426,-1.999,2.537,2725.25
3.4282606737250103,-2.007362810906667,34.96433951336256,-1.999,2.534,2744.453
3.4250535473183534,-2.010441645317721,35.03800727385819,-1.999,2.531,2763.703
3.422160687236889,-2.012470425332165,35.10261679934928,-1.999,2.528,2782.985
3.418664910194188,-2.0112665982936657,35.17975348481746,-1.999,2.525,2802.313
3.415682191042836,-2.009211365681059,35.2532073644011,-1.999,2.522,2821.563
3.412192175783845,-2.008374184121736,35.331091645961635,-1.999,2.518,2840.766
3.4084619278097756,-2.010757832491035,35.40592146576421,-1.999,2.515,2860.125
3.4046969086756396,-2.0116924723949077,35.488143630512255,-1.999,2.51,2879.422
3.4008000106664547,-2.009238187827155,35.56890925345877,-1.999,2.507,2898.735
3.3965693255092813,-2.0113778094477794,35.63468288117532,-1.999,2.503,2918.172
3.392282466979424,-2.0095609586499226,35.70027822817523,-1.999,2.499,2937.453
3.387703355942904,-2.011118027108624,35.7926920735348,-1.999,2.494,2956.828
3.382485204738239,-2.008889662724832,35.88032577236804,-1.999,2.489,2976.235
3.377130748794748,-2.0082982771935294,35.96776101130664,-1.999,2.484,2995.578
3.3712468669839097,-2.010689754317124,36.05302526756304,-1.999,2.478,3015.0
3.3651552407274314,-2.009410232917279,36.13449037821494,-1.999,2.472,3034.407
3.357811010293089,-2.0128045811324915,36.21454297329784,-1.999,2.465,3053.813
3.3503918207072454,-2.0091386439992838,36.305209893701566,-1.999,2.458,3073.266
3.3415536708724565,-2.0086374400013414,36.40055933227629,-1.999,2.45,3092.907
3.332045905007486,-2.011155450240214,36.48935720400865,-1.999,2.44,3112.547
3.321175831615683,-2.0097921537157437,36.58676312404538,-1.999,2.43,3132.141
3.30895375886938,-2.01112587875458,36.67861893207668,-1.999,2.418,3151.875
3.294323352294922,-2.012092495419924,36.78344081116845,-1.999,2.404,3171.5
3.277977569086025,-2.010316850504989,36.90412002304881,-1.999,2.388,3191.172
3.259002962907398,-2.0134518377440185,37.012478243106884,-1.999,2.37,3210.735
3.236525301668663,-2.0117967028257304,37.126304912924866,-1.999,2.349,3230.391
3.21026515538824,-2.012313112667502,37.25776850085956,-1.999,2.325,3249.985
3.1795350297845646,-2.0069250307705193,37.38127068945341,-1.999,2.296,3269.766
3.1420005021104496,-2.0087812081814556,37.52755553770272,-1.999,2.262,3289.672
3.0982783068157196,-2.011754001992885,37.65445422906012,-1.999,2.221,3309.453
3.0442844229014847,-2.0106098214654824,37.80575444461216,-1.999,2.171,3329.328
2.9763058312272834,-2.007319821497613,37.95836792094498,-1.999,2.109,3349.297
2.886253133658707,-2.0099906582357745,38.10767156076676,-1.999,2.031,3369.172
2.748792393018421,-2.011149706913825,38.26596522333751,-1.999,1.916,3389.141
2.5022430443608585,-2.008517242852998,38.48145974791846,-1.999,1.725,3409.188
2.1206980945954057,-2.00629337660368,38.865889781652804,-1.999,1.371,3429.407
